id;kanji;hiragana;romaji;meaning;level;importinity;chapter
ir-a2-2-03-002;日替わり;ひがわり;higawari;(menu) spesial harian;N2;1;bab-03
ir-a2-2-03-003;大盛り;おおもり;oomori;porsi besar;N1;1;bab-03
ir-a2-2-03-004;おかわり自由;おかわりじゆう;okawarijiyuu;bebas tambah porsi;N3;1;bab-03
ir-a2-2-03-006;～のみ（平日のみ）;～のみ（へいじつのみ）;~nomi(heijitsunomi);hanya ~ (cth : hanya pada hari kerja);N3;1;bab-03
ir-a2-2-03-007;ホット;ホット;hotto;hot,  panas,  hangat;-;1;bab-03
ir-a2-2-03-008;アイス;アイス;aisu;iced,  dingin (menggunakan es);-;1;bab-03
ir-a2-2-03-009;焼き魚;やきざかな;yakizakana;ikan panggang;N2;1;bab-03
ir-a2-2-03-012;かつ丼;かつどん;katsudon;katsu-don (semangkuk nasi khas Jepang yang disajikan dengan potongan daging babi);N1;1;bab-03
ir-a2-2-03-013;親子丼;おやこどん;oyakodon;oyako-don (semangkuk nasi khas Jepang yang disajikan dengan potongan daging ayam dan telur);N1;1;bab-03
ir-a2-2-03-014;つく（みそ汁がつく）;つく（みそしるがつく）;tsuku(misoshirugatsuku);disajikan beserta ~ (cth : disajikan beserta sup miso);N1;1;bab-03
ir-a2-2-03-015;だめ（な）;だめ（な）;dame(na);tidak dapat,  tidak bisa (mengonsumsi);-;1;bab-03
ir-a2-2-03-019;カニ;カニ;kani;kepiting;-;1;bab-03
ir-a2-2-03-020;ナッツ;ナッツ;nattsu;kacang-kacangan;-;1;bab-03
ir-a2-2-03-023;みりん;みりん;mirin;mirin (sake manis untuk keperluan memasak);-;1;bab-03
ir-a2-2-03-024;宗教;しゅうきょう;shuukyou;agama;N1;1;bab-03
ir-a2-2-03-025;～上（宗教上）;～じょう（しゅうきょうじょう）;~jou(shuukyoujou);dalam hal~ (cth : karena (dalam hal) agama saya);N1;1;bab-03
ir-a2-2-03-029;来る;くる;kuru;datang;N5;1;bab-03
ir-a2-2-03-030;ベジタリアン;ベジタリアン;bejitarian;vegetarian;-;1;bab-03
ir-a2-2-03-031;豆腐;とうふ;toufu;tofu (tahu khas Jepang);N1;1;bab-03
ir-a2-2-03-032;注文する;ちゅうもんする;chuumonsuru;memesan;N4;1;bab-03
ir-a2-2-03-033;飲める;のめる;nomeru;dapat meminum;N4;1;bab-03
ir-a2-2-03-034;メニュー;メニュー;menyuu;menu;-;1;bab-03
ir-a2-2-03-035;食べられる;たべられる;taberareru;dapat memakan,  dapat mengonsumsi;N5;1;bab-03
ir-a2-2-03-037;～抜き（わさび抜き）;～ぬき（わさびぬき）;~nuki(wasabinuki);tanpa ~ (cth : tanpa wasabi);N3;1;bab-03
ir-a2-2-03-038;そっか;そっか;sokka;Gitu ya. (bentuk informasi dari そうですか);-;1;bab-03
ir-a2-2-03-040;カウンター;カウンター;kauntaa;meja bar restoran;-;1;bab-03
ir-a2-2-03-041;座敷;ざしき;zashiki;zashiki / ruang tatami (ruang untuk duduk berlesehan);N1;1;bab-03
ir-a2-2-03-044;レジ;レジ;reji;kasir,  mesin kasir;-;1;bab-03
ir-a2-2-03-046;～名（2名）;～めい（にめい）;~mei(nimei);~ orang (cth : 2 orang);N5;1;bab-03
ir-a2-2-03-047;当店;とうてん;touten;restoran kami,  restoran ini;N3;1;bab-03
ir-a2-2-03-048;全面;ぜんめん;zenmen;secara keseluruhan;N3;1;bab-03
ir-a2-2-03-049;決まる;きまる;kimaru;memutuskan;N3;1;bab-03
ir-a2-2-03-050;おすすめ;おすすめ;osusume;rekomendasi;-;1;bab-03
ir-a2-2-03-052;フライ;フライ;furai;furai (lauk berupa gorengan);-;1;bab-03
ir-a2-2-03-053;ミックスフライ;ミックスフライ;mikkusufurai;aneka lauk goreng;-;1;bab-03
ir-a2-2-03-057;別々;べつべつ;betsubetsu;bayar masing-masing;N4;1;bab-03
ir-a2-2-03-058;クーポン;クーポン;kuupon;voucer, kupon;-;1;bab-03
ir-a2-2-03-059;次回;じかい;jikai;lain kali,  kedatangan berikutnya;N3;1;bab-03
ir-a2-2-03-060;それにします;それにします;sorenishimasu;Saya memilih / memesan yang itu.;-;1;bab-03
ir-a2-2-03-061;お会計、お願いします;おかいけい、おねがいします;okaikei,onegaishimasu;Bisakah kami meminta bon / tagihannya?;N3;1;bab-03
ir-a2-2-03-062;別々でお願いします;べつべつでおねがいします;betsubetsudeonegaishimasu;Kami ingin membayarnya masing-masing.;N3;1;bab-03
ir-a2-2-03-064;何名様;なんめいさま;nanmeisama;Berapa orang? (ungkapan bentuk sopan);N3;1;bab-03
ir-a2-2-03-065;～名様（2名様）;～めいさま（にめいさま）;~meisama(nimeisama);~ orang (cth : 2 orang) (ungkapan bentuk sopan);N3;1;bab-03
ir-a2-2-03-066;ご注文;ごちゅうもん;gochuumon;pesanan (ungkapan bentuk sopan);N4;1;bab-03
ir-a2-2-03-068;ごいっしょ;ごいっしょ;goissho;bersama-sama (ungkapan bentuk sopan);-;1;bab-03
ir-a2-2-03-069;よろしいですか？;よろしいですか？;yoroshiidesuka？;Apakah sudah benar? (ungkapan bentuk sopan);-;1;bab-03
ir-a2-2-03-071;お決まりですか？;おきまりですか？;okimaridesuka？;Apakah Anda sudah memutuskan? (ungkapan bentuk sopan);N3;1;bab-03
ir-a2-2-03-072;いかがですか？;いかがですか？;ikagadesuka？;Apakah Anda ingin~? / Bagaimana dengan ~? (ungkapan bentuk sopan);-;1;bab-03
ir-a2-2-03-074;以上でよろしいですか？;いじょうでよろしいですか？;ijoudeyoroshiidesuka？;Apakah (pesanannya) sudah semuanya? (ungkapan bentuk sopan);N4;1;bab-03
ir-a2-2-03-075;お使いください;おつかいください;otsukaikudasai;Silakan gunakan. (ungkapan bentuk sopan);N4;1;bab-03
ir-a2-2-03-076;少なめ;すくなめ;sukuname;porsi kecil;N4;1;bab-03
ir-a2-2-03-077;食後に;しょくごに;shokugoni;setelah (makan) hidangan utama;N5;1;bab-03
ir-a2-2-03-080;失礼しました;しつれいしました;shitsureishimashita;Saya mohon maaf.;N3;1;bab-03
ir-a2-2-03-082;ご予約;ごよやく;goyoyaku;reservasi (ungkapan bentuk sopan);N3;1;bab-03
ir-a2-2-03-084;お電話番号;おでんわばんごう;odenwabangou;nomor telepon (ungkapan bentuk sopan);N3;1;bab-03
ir-a2-2-03-086;おまちがいないでしょうか？;おまちがいないでしょうか？;omachigainaideshouka？;Apakah sudah benar? / Apakah tidak ada kesalahan? (ungkapan bentuk sopan);-;1;bab-03
ir-a2-2-03-087;半額;はんがく;hangaku;separuh harga;N2;1;bab-03
ir-a2-2-03-088;有効期限;ゆうこうきげん;yuukoukigen;masa berlaku;N2;1;bab-03
ir-a2-2-03-089;ドリンクバー;ドリンクバー;dorinkubaa;drink bar (layanan mandiri / self service berupa bar minuman soft drink bagi pengunjung);-;1;bab-03
ir-a2-2-03-090;おこさま;おこさま;okosama;anak kecil (ungkapan bentuk sopan);-;1;bab-03
ir-a2-2-03-091;ご注文時;ごちゅうもんじ;gochuumonji;saat melakukan pemesanan (ungkapan bentuk sopan);N4;1;bab-03
ir-a2-2-03-092;本券;ほんけん;honken;kupon / voucer ini;N2;1;bab-03
ir-a2-2-03-093;使用;しよう;shiyou;penggunaan,  pemakaian;N4;1;bab-03
ir-a2-2-03-094;時間帯;じかんたい;jikantai;selama periode waktu;N2;1;bab-03
ir-a2-2-03-095;ご提示ください;ごていじください;goteijikudasai;Silakan tunjukkan / perlihatkan ~ (ungkapan bentuk sopan);N1;1;bab-03
ir-a2-2-03-096;ご利用できません;ごりようできません;goriyoudekimasen;Anda tidak dapat menggunakan / memakai ~ (ungkapan bentuk sopan);N3;1;bab-03
ir-a2-2-03-097;ご飲食代;ごいんしょくだい;goinshokudai;harga (biaya) makan dan minum (ungkapan bentuk sopan);N4;1;bab-03
ir-a2-2-03-098;会計時;かいけいじ;kaikeiji;saat melakukan pembayaran;N4;1;bab-03
ir-a2-2-03-099;利用可能（な）;りようかのう（な）;riyoukanou(na);dapat digunakan;N1;1;bab-03
ir-a2-2-03-100;～限り（1回限り）;～かぎり（いっかいかぎり）;~kagiri(ikkaikagiri);hanya ~ (hanya 1 kali);N3;1;bab-03
ir-a2-2-03-101;有効（な）;ゆうこう（な）;yuukou(na);berlaku,  valid;N2;1;bab-03
ir-a2-2-03-102;他の;たの;tano;lainnya;N3;1;bab-03
ir-a2-2-03-103;併用;へいよう;heiyou;digunakan bersama dengan ~;N1;1;bab-03
ir-a2-2-03-104;お見せください;おみせください;omisekudasai;Silakan tunjukkan / perlihatkan ~ (ungkapan bentuk sopan);N5;1;bab-03
ir-a2-2-04-003;とり;とり;tori;ayam;-;1;bab-04
ir-a2-2-04-006;ベトナム料理;ベトナムりょうり;betonamuryouri;masakan khas Vietnam;N4;1;bab-04
ir-a2-2-04-007;土地;とち;tochi;lokal;N4;1;bab-04
ir-a2-2-04-008;おれ;おれ;ore;aku (umumnya digunakan pria);-;1;bab-04
ir-a2-2-04-009;看板;かんばん;kanban;papan nama;N1;1;bab-04
ir-a2-2-04-011;新しく;あたらしく;atarashiku;baru;N4;1;bab-04
ir-a2-2-04-012;できる（店ができる）;できる（みせができる）;dekiru(misegadekiru);dibuka,  rampung (cth : tokonya telah dibuka);N4;1;bab-04
ir-a2-2-04-014;送る;おくる;okuru;mengirim;N4;1;bab-04
ir-a2-2-04-015;このあたり;このあたり;konoatari;sekitar,  dekat sini;-;1;bab-04
ir-a2-2-04-017;知りませんでした;しりませんでした;shirimasendeshita;Saya tidak mengetahui sebelumnya. (karena baru saja mendengarnya);N4;1;bab-04
ir-a2-2-04-018;食べ方;たべかた;tabekata;cara makan;N4;1;bab-04
ir-a2-2-04-019;つける（たれをつける）;つける（たれをつける）;tsukeru(tarewotsukeru);mencelupkan (cth : mencelupkan ke saus);-;1;bab-04
ir-a2-2-04-020;混ぜる;まぜる;mazeru;mencampurkan;N2;1;bab-04
ir-a2-2-04-021;かける（ソースをかける）;かける（ソースをかける）;kakeru(soosuwokakeru);(cth : menuangkan saus);-;1;bab-04
ir-a2-2-04-022;入れる;いれる;ireru;memasukkan,  menambahkan;N5;1;bab-04
ir-a2-2-04-023;巻く;まく;maku;menggulung;N2;1;bab-04
ir-a2-2-04-024;のせる;のせる;noseru;menambahkan,  menaruh (di atas sesuatu);-;1;bab-04
ir-a2-2-04-026;混ぜそば;まぜそば;mazesoba;mixed soba (hidangan mie kering yang dibuat dengan saus kecap dan lemak babi);N2;1;bab-04
ir-a2-2-04-027;シュウマイ;シュウマイ;shuumai;shumai (hidangan pangsing daging khas Tiongkok);-;1;bab-04
ir-a2-2-04-030;手巻きずし;てまきずし;temakizushi;temaki-zushi (sushi gulung);N2;1;bab-04
ir-a2-2-04-031;焼きいも;やきいも;yakiimo;yaki-imo (ubi manis panggang);N2;1;bab-04
ir-a2-2-04-032;味がついている;あじがついている;ajigatsuiteiru;berbumbu;N4;1;bab-04
ir-a2-2-04-034;つゆ;つゆ;tsuyu;saus kaldu (saus celup);-;1;bab-04
ir-a2-2-04-035;そのまま;そのまま;sonomama;begitu saja;-;1;bab-04
ir-a2-2-04-037;皮（トマトの皮）;かわ（トマトのかわ）;kawa(tomatonokawa);kulit (cth : kulit tomat);N2;1;bab-04
ir-a2-2-04-038;お待たせしました;おまたせしました;omataseshimashita;Terima kasih telah menunggu.;N4;1;bab-04
ir-a2-2-04-039;一度に;いちどに;ichidoni;sekaligus;N4;1;bab-04
ir-a2-2-04-041;しゃぶしゃぶ;しゃぶしゃぶ;shabushabu;shabu-shabu (hidangan khas Jepang);-;1;bab-04
ir-a2-2-04-042;こうやって;こうやって;kouyatte;seperti ini;-;1;bab-04
ir-a2-2-04-043;味がない;あじがない;ajiganai;tidak ada rasa;N4;1;bab-04
ir-a2-2-04-044;ポン酢;ポンず;ponzu;cuka ponzu (saus berbasis lemon);N1;1;bab-04
ir-a2-2-04-045;ごまだれ;ごまだれ;gomadare;saus wijen;-;1;bab-04
ir-a2-2-04-046;白菜;はくさい;hakusai;sawi putih;N2;1;bab-04
ir-a2-2-04-050;スパイス;スパイス;supaisu;rempah-rempah;-;1;bab-04
ir-a2-2-04-052;たれ;たれ;tare;tare (saus celup,  saus cocol);-;1;bab-04
ir-a2-2-04-054;調理方法;ちょうりほうほう;chourihouhou;cara memasak;N3;1;bab-04
ir-a2-2-04-063;餃子;ぎょうざ;gyouza;pangsit khas Jepang;N1;1;bab-04
ir-a2-2-04-064;家庭料理;かていりょうり;kateiryouri;masakan rumahan;N3;1;bab-04
ir-a2-2-04-065;フェイジョアーダ;フェイジョアーダ;feijoaada;feijoada (masakan khas Brazil);-;1;bab-04
ir-a2-2-04-066;モモ;モモ;momo;momo (masakan khas Nepal);-;1;bab-04
ir-a2-2-04-067;ガドガド;ガドガド;gadogado;gado-gado (masakan khas Indonesia);-;1;bab-04
ir-a2-2-04-068;麻花;マーホア;maahoa;mahua (penganan / kudapan khas Tiongkok);N1;1;bab-04
ir-a2-2-04-071;小麦粉;こむぎこ;komugiko;tepung gandum,  tepung terigu;N2;1;bab-04
ir-a2-2-04-072;ピーナッツソース;ピーナッツソース;piinattsusoosu;saus kacang;-;1;bab-04
ir-a2-2-04-073;皮（餃子の皮）;かわ（ぎょうざのかわ）;kawa(gyouzanokawa);kulit pembungkus (cth : kulit gyoza / pangsit khas Jepang);N1;1;bab-04
ir-a2-2-04-074;ゆで卵;ゆでたまご;yudetamago;telur rebus;N2;1;bab-04
ir-a2-2-04-075;～など;～など;~nado;~ dan lain-lain;-;1;bab-04
ir-a2-2-04-076;甘辛い;あまからい;amakarai;pedas manis;N2;1;bab-04
ir-a2-2-04-078;どれも;どれも;doremo;yang mana pun;-;1;bab-04
ir-a2-2-04-079;～屋（定食屋）;～や（ていしょくや）;~ya(teishokuya);~ toko / restoran (cth : restoran yang khusus menyediakan menu paket khas Jepang);N3;1;bab-04
ir-a2-2-04-080;ボリューム;ボリューム;boryuumu;porsi (banyaknya);-;1;bab-04
ir-a2-2-04-081;満足（な）;まんぞく（な）;manzoku(na);puas;N3;1;bab-04
ir-a2-2-04-082;おばちゃん;おばちゃん;obachan;wanita paruh baya;-;1;bab-04
ir-a2-2-04-083;リーズナブル（な）;リーズナブル（な）;riizunaburu(na);masuk akal;-;1;bab-04
ir-a2-2-04-084;頼む;たのむ;tanomu;memesan;N3;1;bab-04
ir-a2-2-04-085;煮込みハンバーグ;にこみハンバーグ;nikomihanbaagu;stewed hamburger steak (semur bistik hamburger);N1;1;bab-04
ir-a2-2-04-087;おすすめする;おすすめする;osusumesuru;merekomendasikan;-;1;bab-04
ir-a2-2-04-088;やっている;やっている;yatteiru;menjalankan (sebuah toko);-;1;bab-04
ir-a2-2-04-089;時間がかかる;じかんがかかる;jikangakakaru;memerlukan waktu;N5;1;bab-04
ir-a2-2-04-091;その他;そのほか;sonohoka;lainnya;N3;1;bab-04
ir-a2-2-05-002;豊かな;ゆたかな;yutakana;melimpah;N2;1;bab-05
ir-a2-2-05-004;混んでいる;こんでいる;kondeiru;penuh sesak;N2;1;bab-05
ir-a2-2-05-005;遊ぶ;あそぶ;asobu;bermain,  bersenang-senang;N3;1;bab-05
ir-a2-2-05-007;観光客;かんこうきゃく;kankoukyaku;turis,  wisatawan;N3;1;bab-05
ir-a2-2-05-009;北海道;ほっかいどう;hokkaidou;Hokkaido;N4;1;bab-05
ir-a2-2-05-010;沖縄;おきなわ;okinawa;Okinawa;N1;1;bab-05
ir-a2-2-05-011;一日中;いちにちじゅう;ichinichijuu;seharian penuh;N5;1;bab-05
ir-a2-2-05-012;新鮮な;しんせんな;shinsenna;segar;N1;1;bab-05
ir-a2-2-05-013;ウニ;ウニ;uni;landak lauk / bulu babi;-;1;bab-05
ir-a2-2-05-014;シュノーケリング;シュノーケリング;shunookeringu;snorkeling (selam permukaan);-;1;bab-05
ir-a2-2-05-017;やっぱり;やっぱり;yappari;ternyata (sesuai dugaan);-;1;bab-05
ir-a2-2-05-019;水族館;すいぞくかん;suizokukan;akuarium raksasa,  sea world;N4;1;bab-05
ir-a2-2-05-020;ボート;ボート;booto;perahu;-;1;bab-05
ir-a2-2-05-021;サイクリング;サイクリング;saikuringu;bersepeda;-;1;bab-05
ir-a2-2-05-024;行き先;いきさき;ikisaki;tujuan / tempat tujuan;N5;1;bab-05
ir-a2-2-05-025;湖;みずうみ;mizuumi;danau;N2;1;bab-05
ir-a2-2-05-026;レンタサイクル;レンタサイクル;rentasaikuru;rental / persewaan sepeda;-;1;bab-05
ir-a2-2-05-027;先輩;せんぱい;senpai;senior,  rekan kerja senior;N1;1;bab-05
ir-a2-2-05-028;出発する;しゅっぱつする;shuppatsusuru;berangkat;N4;1;bab-05
ir-a2-2-05-029;ごめんなさい;ごめんなさい;gomennasai;Maaf.;-;1;bab-05
ir-a2-2-05-031;泊まる;とまる;tomaru;menginap;N2;1;bab-05
ir-a2-2-05-035;交通手段;こうつうしゅだん;koutsuushudan;alat transportasi;N3;1;bab-05
ir-a2-2-05-041;準備する;じゅんびする;junbisuru;mempersiapkan;N2;1;bab-05
ir-a2-2-05-042;スキー板;スキーいた;sukiiita;papan ski;N2;1;bab-05
ir-a2-2-05-043;スキーウェア;スキーウェア;sukiiuea;pakaian ski;-;1;bab-05
ir-a2-2-05-045;サングラス;サングラス;sangurasu;sunglasses,  kacamata hitam;-;1;bab-05
ir-a2-2-05-046;水着;みずぎ;mizugi;pakaian renang;N4;1;bab-05
ir-a2-2-05-048;紅葉;こうよう;kouyou;daun maple yang memerah;N2;1;bab-05
ir-a2-2-05-052;奈良;なら;nara;Nara;N1;1;bab-05
ir-a2-2-05-054;宿;やど;yado;penginapan;N3;1;bab-05
ir-a2-2-05-055;時期;じき;jiki;musim;N3;1;bab-05
ir-a2-2-05-056;混む;こむ;komu;ramai,  penuh;N2;1;bab-05
ir-a2-2-05-057;計画;けいかく;keikaku;rencana;N4;1;bab-05
ir-a2-2-05-058;立てる（計画を立てる）;たてる（けいかくをたてる）;tateru(keikakuwotateru);membuat rencana;N4;1;bab-05
ir-a2-2-05-059;調べる;しらべる;shiraberu;mengecek,  mencari tahu;N3;1;bab-05
ir-a2-2-05-060;富山;とやま;toyama;Toyama;N3;1;bab-05
ir-a2-2-05-061;くわしい;くわしい;kuwashii;rinci, mendetail;-;1;bab-05
ir-a2-2-05-062;回転ずし;かいてんずし;kaitenzushi;restoran sushi modern dengan meja konveyor;N3;1;bab-05
ir-a2-2-05-063;並ぶ;ならぶ;narabu;berbaris, mengantri;N2;1;bab-05
ir-a2-2-05-064;長野;ながの;nagano;Nagano;N4;1;bab-05
ir-a2-2-05-065;日焼けする;ひやけする;hiyakesuru;berjemur;N2;1;bab-05
ir-a2-2-05-069;撮る;とる;toru;mengambil (foto, video);N1;1;bab-05
ir-a2-2-05-072;ロープウェイ;ロープウェイ;roopuuei;kereta gantung;-;1;bab-05
ir-a2-2-05-073;湖;みずうみ;mizuumi;danau;N2;1;bab-05
ir-a2-2-05-074;そば（湖のそば）;そば（みずうみのそば）;soba(mizuuminosoba);di sebelah (cth : di sebelah danau);N2;1;bab-05
ir-a2-2-05-075;露天風呂;ろてんぶろ;rotenburo;pemandian air panas di alam terbuka;N1;1;bab-05
ir-a2-2-05-076;日帰り;ひがえり;higaeri;perjalanan sehari;N4;1;bab-05
ir-a2-2-05-077;まったく～ない;まったく～ない;mattaku~nai;sama sekali tidak ~;-;1;bab-05
ir-a2-2-05-078;寄る;よる;yoru;mampir,  singgah;N3;1;bab-05
ir-a2-2-05-079;意外に;いがいに;igaini;di luar dugaan;N4;1;bab-05
ir-a2-2-05-080;楽しむ;たのしむ;tanoshimu;menikmati;N4;1;bab-05
ir-a2-2-05-081;宿泊;しゅくはく;shukuhaku;akomodasi,  penginapan;N2;1;bab-05
ir-a2-2-05-082;観光;かんこう;kankou;wisata;N3;1;bab-05
ir-a2-2-05-083;グルメ;グルメ;gurume;kuliner;-;1;bab-05
ir-a2-2-05-084;旅券;りょけん;ryoken;tiket transportasi;N2;1;bab-05
ir-a2-2-05-085;口コミ;くちこみ;kuchikomi;(ulasan) dari mulut ke mulut;N4;1;bab-05
ir-a2-2-05-086;投稿する;とうこうする;toukousuru;membuat posting;N1;1;bab-05
ir-a2-2-06-001;～発;～はつ;~hatsu;berangkat pada ~;N4;1;bab-06
ir-a2-2-06-002;～着;～ちゃく;~chaku;tiba di ~;N4;1;bab-06
ir-a2-2-06-003;～号;～ごう;~gou;nomor ~;N3;1;bab-06
ir-a2-2-06-004;～号車;～ごうしゃ;~gousha;gerbong nomor ~;N3;1;bab-06
ir-a2-2-06-005;～席;～せき;~seki;tempat duduk nomor ~;N3;1;bab-06
ir-a2-2-06-006;特急券;とっきゅうけん;tokkyuuken;tiket kereta jenis ekspres (limited express);N2;1;bab-06
ir-a2-2-06-007;秋田;あきた;akita;Akita;N4;1;bab-06
ir-a2-2-06-008;こまち;こまち;komachi;Komachi (salah satu jenis kereta Shinkansen);-;1;bab-06
ir-a2-2-06-009;通路側;つうろがわ;tsuurogawa;tempat duduk dekat lorong;N3;1;bab-06
ir-a2-2-06-010;窓側;まどがわ;madogawa;tempat duduk dekat jendela;N3;1;bab-06
ir-a2-2-06-011;遅れ;おくれ;okure;terlambat;N3;1;bab-06
ir-a2-2-06-012;約（約10分）;やく（やくじゅっぷん）;yaku(yakujuppun);sekitar ~ / kira-kira ~ (cth : kira-kira 10 menit);N1;1;bab-06
ir-a2-2-06-013;～両編成（10両編成）;～りょうへんせい（じゅうりょうへんせい）;~ryouhensei(juuryouhensei);terdiri dari ~ gerbong (cth : terdiri dari 10 gerbong kereta);N2;1;bab-06
ir-a2-2-06-014;運転見合わせ;うんてんみあわせ;untenmiawase;dihentikan sementara waktu,  ditunda;N3;1;bab-06
ir-a2-2-06-016;台風～号;たいふう～ごう;taifuu~gou;angin topan nomor ~;N3;1;bab-06
ir-a2-2-06-017;接近;せっきん;sekkin;mendekat;N2;1;bab-06
ir-a2-2-06-018;～に伴い;～に伴い;~nitomonai;sebagai akibat dari ~;N1;1;bab-06
ir-a2-2-06-019;見合わせる;みあわせる;miawaseru;menunda;N3;1;bab-06
ir-a2-2-06-020;ゆば;ゆば;yuba;yuba (kulit tahu khas Jepang);-;1;bab-06
ir-a2-2-06-022;～泊（1泊）;～はく（いっぱく）;~haku(ippaku);menginap ~ malam (cth : menginap semalam / 1 malam);N2;1;bab-06
ir-a2-2-06-023;名物;めいぶつ;meibutsu;kuliner khas lokal;N4;1;bab-06
ir-a2-2-06-025;中禅寺湖;ちゅうぜんじこ;chuuzenjiko;Danau Chuzenji;N1;1;bab-06
ir-a2-2-06-026;指定席;していせき;shiteiseki;tempat duduk sesuai pesanan;N3;1;bab-06
ir-a2-2-06-027;自由席;じゆうせき;jiyuuseki;tempat duduk bebas;N3;1;bab-06
ir-a2-2-06-028;～番乗り場;～ばんのりば;~bannoriba;peron nomor ~;N3;1;bab-06
ir-a2-2-06-030;～行き;～いき／～ゆき;~iki/~yuki;tujuan (ke) ~;N5;1;bab-06
ir-a2-2-06-031;～線;～せん;~sen;jalur ~;N2;1;bab-06
ir-a2-2-06-032;～方面;～ほうめん;~houmen;arah ~;N3;1;bab-06
ir-a2-2-06-033;発車する;はっしゃする;hasshasuru;berangkat;N4;1;bab-06
ir-a2-2-06-034;到着する;とうちゃくする;touchakusuru;tiba;N3;1;bab-06
ir-a2-2-06-035;乗り換える;のりかえる;norikaeru;berpindah,  transfer;N2;1;bab-06
ir-a2-2-06-037;～両（9両）;～りょう（きゅうりょう）;~ryou(kyuuryou);~ gerbong (cth : sembilan gerbong);N3;1;bab-06
ir-a2-2-06-039;グリーン車;グリーンしゃ;guriinsha;green car (gerbong eksekutif,  gerbong kelas utama);N5;1;bab-06
ir-a2-2-06-040;金沢;かなざわ;kanazawa;Kanazawa;N1;1;bab-06
ir-a2-2-06-041;列車;れっしゃ;ressha;kereta;N3;1;bab-06
ir-a2-2-06-042;乗車／ご乗車;じょうしゃ／ごじょうしゃ;jousha/gojousha;naik ke kereta;N3;1;bab-06
ir-a2-2-06-044;岡山;おかやま;okayama;Okayama;N1;1;bab-06
ir-a2-2-06-046;左側;ひだりがわ;hidarigawa;sisi kiri;N3;1;bab-06
ir-a2-2-06-047;各駅;かくえき;kakueki;setiap stasiun;N2;1;bab-06
ir-a2-2-06-048;向かい側;むかいがわ;mukaigawa;sisi berlawanan;N3;1;bab-06
ir-a2-2-06-049;中ほど;なかほど;nakahodo;tengah;N5;1;bab-06
ir-a2-2-06-050;ご案内をいたします;ごあんないをいたします;goannaiwoitashimasu;Berikut adalah pengumuman. (ungkapan bentuk sopan);N1;1;bab-06
ir-a2-2-06-051;お越しください;おこしください;okoshikudasai;Silakan menuju ke~ (ungkapan bentuk sopan);N3;1;bab-06
ir-a2-2-06-053;壊れる;こわれる;kowareru;rusak;N1;1;bab-06
ir-a2-2-06-055;信号故障;しんごうこしょう;shingoukoshou;kerusakan lampu lalu lintas;N1;1;bab-06
ir-a2-2-06-056;アナウンス;アナウンス;anaunsu;pengumuman;-;1;bab-06
ir-a2-2-06-057;困る;こまる;komaru;menyulitkan,  membuat susah / jengkel;N3;1;bab-06
ir-a2-2-06-058;何て言っていましたか;なんていっていましたか;nanteitteimashitaka;Apa katanya?;N4;1;bab-06
ir-a2-2-06-059;当駅;とうえき;toueki;stasiun ini;N3;1;bab-06
ir-a2-2-06-060;～のため;～のため;~notame;karena ~;-;1;bab-06
ir-a2-2-06-061;運転;うんてん;unten;pengoperasian (kereta);N4;1;bab-06
ir-a2-2-06-062;お急ぎのところ;おいそぎのところ;oisoginotokoro;dalam keadaan terburu-buru (ungkapan bentuk sopan);N4;1;bab-06
ir-a2-2-06-063;お知らせいたします;おしらせいたします;oshiraseitashimasu;Berikut adalah pengumuman. (ungkapan bentuk sopan);N4;1;bab-06
ir-a2-2-06-064;行っております;おこなっております;okonatteorimasu;melakukan ~ (ungkapan bentuk sopan untuk しています);N5;1;bab-06
ir-a2-2-06-065;ご迷惑をおかけします;ごめいわくをおかけします;gomeiwakuwookakeshimasu;Mohon maaf atas ketidaknyamanannya. (ungkapan bentuk sopan);N1;1;bab-06
ir-a2-2-06-066;人身事故;じんしんじこ;jinshinjiko;kecelakaan fatal / serius;N1;1;bab-06
ir-a2-2-06-067;影響;えいきょう;eikyou;dampak;N1;1;bab-06
ir-a2-2-06-068;全線;ぜんせん;zensen;seluruh jalur;N2;1;bab-06
ir-a2-2-06-069;お越し;おこし;okoshi;menuju (ungkapan bentuk sopan);N3;1;bab-06
ir-a2-2-06-070;ご利用ください;ごりようください;goriyoukudasai;Silakan gunakan (ungkapan bentuk sopan);N3;1;bab-06
ir-a2-2-06-071;感動する;かんどうする;kandousuru;menjadi tersentuh;N3;1;bab-06
ir-a2-2-06-072;気持ちいい;きもちいい;kimochiii;menyegarkan perasaan / suasana hati;N4;1;bab-06
ir-a2-2-06-073;残念（な）;ざんねん（な）;zannen(na);mengecewakan;N3;1;bab-06
ir-a2-2-06-074;疲れる;つかれる;tsukareru;lelah,  capek / capai;N3;1;bab-06
ir-a2-2-06-076;驚く;おどろく;odoroku;kaget,  terkejut;N1;1;bab-06
ir-a2-2-06-079;大阪;おおさか;oosaka;Osaka;N1;1;bab-06
ir-a2-2-06-080;串カツ;くしカツ;kushikatsu;kushi-katsu (masakan campuran daging, sayuran dan seafood yang ditusukkan seperti sate);N1;1;bab-06
ir-a2-2-06-081;たこ焼き;たこやき;takoyaki;takoyaki (masakan dengan isian gurita yang dipanggang berbentuk bola-bola);N2;1;bab-06
ir-a2-2-06-083;あべのハルカス;あべのハルカス;abenoharukasu;Abeno Harukas (nama gedung pencakar langit di Osaka);-;1;bab-06
