id;kanji;hiragana;romaji;meaning;level;importinity;chapter
ir-a1-01-001;おはよう（ございます）;おはよう（ございます）;ohayou(gozaimasu);Selamat pagi.;-;1;bab-01
ir-a1-01-002;こんにちは;こんにちは;konnichiha;Selamat siang.;-;1;bab-01
ir-a1-01-003;こんばんは;こんばんは;konbanha;Selamat malam.;-;1;bab-01
ir-a1-01-004;じゃあ、また;じゃあ、また;jaa,mata;Sampai jumpa.;-;1;bab-01
ir-a1-01-005;おやすみ（なさい）;おやすみ（なさい）;oyasumi(nasai);Selamat tidur,  Selamat beristirahat.;-;1;bab-01
ir-a1-01-008;お疲れさま（でした）;おつかれさま（でした）;otsukaresama(deshita);Sampai jumpa, terima kasih atas kerja kerasnya.;N3;1;bab-01
ir-a1-01-010;あめ;あめ;ame;permen;-;1;bab-01
ir-a1-01-014;（どうも）ありがとう;（どうも）ありがとう;(doumo)arigatou;Terima kasih banyak.;-;1;bab-01
ir-a1-01-016;落としましたよ;おとしましたよ;otoshimashitayo;Anda menjatuhkannya.;N3;1;bab-01
ir-a1-01-021;ごめん;ごめん;gomen;Maaf.;-;1;bab-01
ir-a1-01-022;痛い！;いたい！;itai!;Aduh!;N3;1;bab-01
ir-a1-01-023;おめでとうございます;おめでとうございます;omedetougozaimasu;Selamat!;-;1;bab-01
ir-a1-01-024;わかりました;わかりました;wakarimashita;Saya mengerti.;-;1;bab-01
ir-a1-02-002;もういちど;もういちど;mouichido;sekali lagi;-;1;bab-02
ir-a1-02-005;在留カード;ざいりゅうカード;zairyuukaado;kartu izin tinggal;N3;1;bab-02
ir-a1-02-009;わかりません;わかりません;wakarimasen;Saya tidak mengerti/paham.;-;1;bab-02
ir-a1-02-010;お願いします;おねがいします;onegaishimasu;Tolong.;N3;1;bab-02
ir-a1-02-011;言ってください;いってください;ittekudasai;Tolong katakan/ucapkan.;N4;1;bab-02
ir-a1-02-013;書いてください;かいてください;kaitekudasai;Tolong tulis.;N5;1;bab-02
ir-a1-02-014;わかりました;わかりました;wakarimashita;Saya mengerti/paham.;-;1;bab-02
ir-a1-02-015;0;ゼロ;zero;nol;-;1;bab-02
ir-a1-02-016;1;いち;ichi;satu;-;1;bab-02
ir-a1-02-017;2;に;ni;dua;-;1;bab-02
ir-a1-02-018;3;さん;san;tiga;-;1;bab-02
ir-a1-02-019;4;よん;yon;empat;-;1;bab-02
ir-a1-02-020;5;ご;go;lima;-;1;bab-02
ir-a1-02-021;6;ろく;roku;enam;-;1;bab-02
ir-a1-02-022;7;なな;nana;tujuh;-;1;bab-02
ir-a1-02-023;8;はち;hachi;delapan;-;1;bab-02
ir-a1-02-024;9;きゅう;kyuu;sembilan;-;1;bab-02
ir-a1-02-025;10;じゅう;juu;sepuluh;-;1;bab-02
ir-a1-02-028;中国語;ちゅうごくご;chuugokugo;bahasa Mandarin;N5;1;bab-02
ir-a1-02-029;インドネシア語;インドネシアご;indoneshiago;bahasa Indonesia;N5;1;bab-02
ir-a1-02-032;お客さん;おきゃくさん;okyakusan;pelanggan, pembeli (digunakan untuk memanggil pelanggan yang tidak diketahui namanya);N3;1;bab-02
ir-a1-02-034;できますか？;できますか？;dekimasuka？;Apakah Anda bisa?;-;1;bab-02
ir-a1-02-040;日本語で;にほんごで;nihongode;dalam bahasa Jepang;N5;1;bab-02
ir-a1-02-044;スマホ;スマホ;sumaho;ponsel pintar;-;1;bab-02
ir-a1-02-045;免許証;めんきょしょう;menkyoshou;surat izin, lisensi;N1;1;bab-02
ir-a1-02-046;蚊;か;ka;nyamuk;N1;1;bab-02
ir-a1-02-048;何と言いますか？;なんといいますか？;nantoiimasuka？;Apakah penyebutannya?;N4;1;bab-02
ir-a1-02-049;え？;え？;e？;Hah?;-;1;bab-02
ir-a1-02-050;そうそう;そうそう;sousou;Ya, ya... Benar.;-;1;bab-02
ir-a1-03-001;ミャンマー;ミャンマー;myanmaa;Myanmar;-;1;bab-03
ir-a1-03-009;（どうぞ）よろしくお願いします;（どうぞ）よろしくおねがいします;(douzo)yoroshikuonegaishimasu;Senang berkenalan dengan Anda.;N3;1;bab-03
ir-a1-03-012;出身 / ご出身;しゅっしん / ごしゅっしん;shusshin / goshusshin;daerah asal, daerah asal (orang lain);N1;1;bab-03
ir-a1-03-014;ハノイ;ハノイ;hanoi;Hanoi;-;1;bab-03
ir-a1-03-017;フエ;フエ;fue;Hue;-;1;bab-03
ir-a1-03-018;カンボジア;カンボジア;kanbojia;Kamboja;-;1;bab-03
ir-a1-03-019;みなさん;みなさん;minasan;Anda semua;-;1;bab-03
ir-a1-03-025;どちらからですか？;どちらからですか？;dochirakaradesuka？;Anda berasal dari mana?;-;1;bab-03
ir-a1-03-026;～からですか？;～からですか？;~karadesuka？;Apakah Anda dari ~?;-;1;bab-03
ir-a1-03-027;国籍;こくせき;kokuseki;kewarganegaraan;N2;1;bab-03
ir-a1-03-028;生年月日;せいねんがっぴ;seinengappi;tanggal lahir;N5;1;bab-03
ir-a1-03-029;西暦;せいれき;seireki;penanggalan Masehi;N1;1;bab-03
ir-a1-03-034;電話番号;でんわばんごう;denwabangou;nomor telepon;N3;1;bab-03
ir-a1-03-036;申込書;もうしこみしょ;moushikomisho;formulir pendaftaran;N3;1;bab-03
ir-a1-04-010;～先生;～せんせい;~sensei;～ sensee (kata sapaan untuk guru);N5;1;bab-04
ir-a1-04-011;紹介する;しょうかいする;shoukaisuru;memperkenalkan;N2;1;bab-04
ir-a1-04-015;（どうぞ）よろしく;（どうぞ）よろしく;(douzo)yoroshiku;Senang berkenalan dengan Anda.;-;1;bab-04
ir-a1-04-016;うちの;うちの;uchino;～ saya,  ～ kami;-;1;bab-04
ir-a1-04-023;住んでいます;すんでいます;sundeimasu;bertempat tinggal,  berdomisili;N4;1;bab-04
ir-a1-04-024;住む;すむ;sumu;tinggal;N4;1;bab-04
ir-a1-04-027;11;じゅういち;juuichi;sebelas;-;1;bab-04
ir-a1-04-028;12;じゅうに;juuni;dua belas;-;1;bab-04
ir-a1-04-029;13;じゅうさん;juusan;tiga belas;-;1;bab-04
ir-a1-04-030;14;じゅうよん;juuyon;empat belas;-;1;bab-04
ir-a1-04-031;15;じゅうご;juugo;lima belas;-;1;bab-04
ir-a1-04-032;16;じゅうろく;juuroku;enam belas;-;1;bab-04
ir-a1-04-033;17;じゅうなな;juunana;tujuh belas;-;1;bab-04
ir-a1-04-034;18;じゅうはち;juuhachi;delapan belas;-;1;bab-04
ir-a1-04-035;19;じゅうきゅう;juukyuu;sembilan belas;-;1;bab-04
ir-a1-04-036;20;にじゅう;nijuu;dua puluh;-;1;bab-04
ir-a1-04-037;30;さんじゅう;sanjuu;tiga puluh;-;1;bab-04
ir-a1-04-038;40;よんじゅう;yonjuu;empat puluh;-;1;bab-04
ir-a1-04-039;50;ごじゅう;gojuu;lima puluh;-;1;bab-04
ir-a1-04-040;60;ろくじゅう;rokujuu;enam puluh;-;1;bab-04
ir-a1-04-041;70;ななじゅう;nanajuu;tujuh puluh;-;1;bab-04
ir-a1-04-042;80;はちじゅう;hachijuu;delapan puluh;-;1;bab-04
ir-a1-04-043;90;きゅうじゅう;kyuujuu;sembilan puluh;-;1;bab-04
ir-a1-04-044;20歳;にじゅっさい／はたち;nijussai/hatachi;dua puluh tahun (usia);N3;1;bab-04
ir-a1-04-051;東京;とうきょう;toukyou;Tokyo;N4;1;bab-04
ir-a1-04-052;へー;へー;hee;Waah... (mengungkapkan sedikit ketertarikan);-;1;bab-04
ir-a1-04-057;最高;さいこう;saikou;luar biasa,  sangat bagus;N3;1;bab-04
ir-a1-04-058;ツーショット;ツーショット;tsuushotto;foto berdua;-;1;bab-04
ir-a1-05-004;好きです;すきです;sukidesu;Saya suka.;N3;1;bab-05
ir-a1-05-008;牛丼;ぎゅうどん;gyuudon;nasi daging sapi (beef bowl);N1;1;bab-05
ir-a1-05-009;カレー;カレー;karee;kari;-;1;bab-05
ir-a1-05-013;納豆;なっとう;nattou;natto (kedelai fermentasi);N1;1;bab-05
ir-a1-05-014;梅干し;うめぼし;umeboshi;umeboshi (acar buah prem);N1;1;bab-05
ir-a1-05-019;～はちょっと…;～はちょっと…;~hachotto…;Saya tidak begitu suka ~.;-;1;bab-05
ir-a1-05-020;だいじょうぶですか？;だいじょうぶですか？;daijoubudesuka？;Apa Anda bisa (makan)?;-;1;bab-05
ir-a1-05-031;はい、お願いします;はい、おねがいします;hai,onegaishimasu;Ya, saya mau.;N3;1;bab-05
ir-a1-05-032;いえ、けっこうです;いえ、けっこうです;ie,kekkoudesu;Tidak, terima kasih.;-;1;bab-05
ir-a1-05-033;～お願いします;～おねがいします;~onegaishimasu;Saya mau ~;N3;1;bab-05
ir-a1-05-037;ヨーグルト;ヨーグルト;yooguruto;yoghurt;-;1;bab-05
ir-a1-05-038;シリアル;シリアル;shiriaru;sereal;-;1;bab-05
ir-a1-05-044;トマトジュース;トマトジュース;tomatojuusu;jus tomat;-;1;bab-05
ir-a1-05-045;オレンジジュース;オレンジジュース;orenjijuusu;jus jeruk;-;1;bab-05
ir-a1-05-046;りんごジュース;りんごジュース;ringojuusu;jus apel;-;1;bab-05
ir-a1-05-052;え～！;え～！;e~!;Hah?! (mengungkapkan keterkejutan,  keheranan);-;1;bab-05
ir-a1-06-002;～バーガー（ダブルバーガー）;～バーガー（ダブルバーガー）;~baagaa(daburubaagaa);burger ～ (contoh : burger dobel);-;1;bab-06
ir-a1-06-003;ダブル;ダブル;daburu;dobel;-;1;bab-06
ir-a1-06-005;てりやき;てりやき;teriyaki;teriyaki;-;1;bab-06
ir-a1-06-006;チキン;チキン;chikin;ayam;-;1;bab-06
ir-a1-06-007;フィッシュ;フィッシュ;fisshu;ikan;-;1;bab-06
ir-a1-06-008;単品;たんぴん;tanpin;menu satuan;N3;1;bab-06
ir-a1-06-009;セット;セット;setto;menu set, menu paket;-;1;bab-06
ir-a1-06-010;フライドポテト;フライドポテト;furaidopoteto;kentang goreng;-;1;bab-06
ir-a1-06-011;S;エス;esu;small (menu ukuran kecil);-;1;bab-06
ir-a1-06-012;M;エム;emu;medium (menu ukuran sedang);-;1;bab-06
ir-a1-06-013;L;エル;eru;large (menu ukuran besar);-;1;bab-06
ir-a1-06-014;デザート;デザート;dezaato;hidangan penutup, pencuci mulut;-;1;bab-06
ir-a1-06-016;アップルパイ;アップルパイ;appurupai;pai apel;-;1;bab-06
ir-a1-06-017;ドリンク;ドリンク;dorinku;minuman;-;1;bab-06
ir-a1-06-018;ホットコーヒー;ホットコーヒー;hottokoohii;kopi panas;-;1;bab-06
ir-a1-06-019;アイスコーヒー;アイスコーヒー;aisukoohii;es kopi;-;1;bab-06
ir-a1-06-020;ウーロン茶;ウーロンちゃ;uuroncha;teh oolong;N4;1;bab-06
ir-a1-06-023;～ください;～ください;~kudasai;Saya pesan/ minta ～.;-;1;bab-06
ir-a1-06-024;テイクアウトで;テイクアウトで;teikuautode;takeout, untuk dibawa pulang;-;1;bab-06
ir-a1-06-025;ここで;ここで;kokode;makan di tempat;-;1;bab-06
ir-a1-06-027;おうかがいします;おうかがいします;oukagaishimasu;Mau pesan apa? (ragam hormat);-;1;bab-06
ir-a1-06-028;こちらでおめしあがりですか？;こちらでおめしあがりですか？;kochiradeomeshiagaridesuka？;Apa Anda ingin makan di tempat? (ragam hormat);-;1;bab-06
ir-a1-06-029;お持ち帰りですね;おもちかえりですね;omochikaeridesune;Pesanannya untuk dibawa pulang, ya. (ragam hormat);N4;1;bab-06
ir-a1-06-030;何になさいますか？;なにになさいますか？;nanininasaimasuka？;Anda mau pesan apa? (ragam hormat);N5;1;bab-06
ir-a1-06-031;～にします;～にします;~nishimasu;Saya pilih ～.;-;1;bab-06
ir-a1-06-033;ここ、いいですか？;ここ、いいですか？;koko,iidesuka？;Bolehkah saya duduk di sini?;-;1;bab-06
ir-a1-06-037;唐揚げ;からあげ;karaage;karage;N1;1;bab-06
ir-a1-06-038;焼き鳥／焼鳥;やきとり;yakitori;yakitori (sate ayam ala Jepang);N2;1;bab-06
ir-a1-06-039;枝豆;えだまめ;edamame;edamame (kacang kedelai muda yang masih berada dalam polong);N1;1;bab-06
ir-a1-06-040;生ビール;なまビール;namabiiru;draft beer;N5;1;bab-06
ir-a1-06-041;メニュー;メニュー;menyuu;menu;-;1;bab-06
ir-a1-06-043;盛り合わせ;もりあわせ;moriawase;kombinasi;N1;1;bab-06
ir-a1-06-044;～点盛（7点盛）;～てんもり（ななてんもり）;~tenmori(nanatenmori);kombinasi ～ jenis makanan (kombinasi 7 jenis makanan);N1;1;bab-06
ir-a1-06-045;焼魚;やきざかな;yakizakana;ikan bakar;N2;1;bab-06
ir-a1-06-047;とり;とり;tori;ayam;-;1;bab-06
ir-a1-06-048;サイコロステーキ;サイコロステーキ;saikorosuteeki;saikoro steak (steak berbentuk dadu);-;1;bab-06
ir-a1-06-049;特製つくね;とくせいつくね;tokuseitsukune;tsukune (bakso ayam) spesial;N1;1;bab-06
ir-a1-06-050;馬刺;ばさし;basashi;basashi (sashimi daging kuda);N2;1;bab-06
ir-a1-06-051;おつまみ;おつまみ;otsumami;makanan pendamping minuman beralkohol;-;1;bab-06
ir-a1-06-052;冷奴;ひややっこ;hiyayakko;tahu sutra dingin;N1;1;bab-06
ir-a1-06-053;冷やしトマト;ひやしトマト;hiyashitomato;tomat dingin;N3;1;bab-06
ir-a1-06-054;たこわさ;たこわさ;takowasa;takowasa (gurita mentah yang dibumbui wasabi);-;1;bab-06
ir-a1-06-055;しおから;しおから;shiokara;shiokara (seafood yang difermentasi);-;1;bab-06
ir-a1-06-056;日本酒;にほんしゅ;nihonshu;sake (arak Jepang yang dibuat dari beras);N3;1;bab-06
ir-a1-06-057;焼酎;しょうちゅう;shouchuu;shochu (minuman beralkohol hasil penyulingan);N1;1;bab-06
ir-a1-06-058;酎ハイ;ちゅうハイ;chuuhai;chu-hai/ chu-hi (minuman beralkohol yang dicampur dengan soda);N1;1;bab-06
ir-a1-06-059;レモンハイ;レモンハイ;remonhai;chu-hi rasa lemon;-;1;bab-06
ir-a1-06-060;ウーロンハイ;ウーロンハイ;uuronhai;chu-hi rasa teh oolong;-;1;bab-06
ir-a1-06-061;緑茶ハイ;りょくちゃハイ;ryokuchahai;chu-hi rasa teh hijau;N2;1;bab-06
ir-a1-06-062;カルピスハイ;カルピスハイ;karupisuhai;chu-hi rasa calpico (susu fermentasi);-;1;bab-06
ir-a1-06-063;ソフトドリンク;ソフトドリンク;sofutodorinku;minuman ringan (tidak beralkohol);-;1;bab-06
ir-a1-06-064;緑茶;りょくちゃ;ryokucha;teh hijau;N2;1;bab-06
ir-a1-06-065;カルピス;カルピス;karupisu;Calpico (minuman susu fermentasi);-;1;bab-06
ir-a1-06-066;お問い合わせください;おといあわせください;otoiawasekudasai;Mohon tanyakan ketersediaan. (ragam hormat);N3;1;bab-06
ir-a1-06-067;あと;あと;ato;selain itu, juga;-;1;bab-06
ir-a1-06-071;お待ちします;おまちします;omachishimasu;Akan saya bawakan. (Ragam hormat yang digunakan pegawai toko atau pelayan restoran);N4;1;bab-06
ir-a1-06-072;1つ;ひとつ;hitotsu;satu (untuk benda);-;1;bab-06
ir-a1-06-073;2つ;ふたつ;futatsu;dua (untuk benda);-;1;bab-06
ir-a1-06-074;3つ;みっつ;mittsu;tiga (untuk benda);-;1;bab-06
ir-a1-06-075;4つ;よっつ;yottsu;empat (untuk benda);-;1;bab-06
ir-a1-06-076;5つ;いつつ;itsutsu;lima (untuk benda);-;1;bab-06
ir-a1-06-077;6つ;むっつ;muttsu;enam (untuk benda);-;1;bab-06
ir-a1-06-078;7つ;ななつ;nanatsu;tujuh (untuk benda);-;1;bab-06
ir-a1-06-079;8つ;やっつ;yattsu;delapan (untuk benda);-;1;bab-06
ir-a1-06-080;9つ;ここのつ;kokonotsu;sembilan (untuk benda);-;1;bab-06
ir-a1-06-084;おしぼり;おしぼり;oshibori;handuk basah untuk tangan;-;1;bab-06
ir-a1-06-085;取り皿;とりざら;torizara;piring kecil, piring makan;N2;1;bab-06
ir-a1-06-086;グラス;グラス;gurasu;gelas;-;1;bab-06
ir-a1-06-088;居酒屋;いざかや;izakaya;izakaya (kedai minum khas Jepang);N3;1;bab-06
ir-a1-06-093;カレー;カレー;karee;kari;-;1;bab-06
ir-a1-06-094;牛丼;ぎゅうどん;gyuudon;nasi daging sapi (beef bowl);N1;1;bab-06
ir-a1-07-002;お風呂;おふろ;ofuro;kamar mandi;N1;1;bab-07
ir-a1-07-007;バルコニー;バルコニー;barukonii;balkon;-;1;bab-07
ir-a1-07-012;リビング;リビング;ribingu;ruang keluarga,  ruang tamu;-;1;bab-07
ir-a1-07-013;１階;いっかい;ikkai;lantai satu;N2;1;bab-07
ir-a1-07-014;２階;にかい;nikai;lantai dua;N2;1;bab-07
ir-a1-07-015;管理人室;かんりにんしつ;kanrininshitsu;kantor/ruang pengawas gedung;N2;1;bab-07
ir-a1-07-017;入る / 入ります;はいる / はいります;hairu / hairimasu;masuk;N5;1;bab-07
ir-a1-07-019;脱ぐ / 脱ぎます;ぬぐ / ぬぎます;nugu / nugimasu;melepas;N1;1;bab-07
ir-a1-07-021;入ってください;はいってください;haittekudasai;Silakan masuk.;N5;1;bab-07
ir-a1-07-022;脱いでください;ぬいでください;nuidekudasai;Mohon dilepas.;N1;1;bab-07
ir-a1-07-023;お世話になります;おせわになります;osewaninarimasu;Mohon bantuannya. (ungkapan halus yang digunakan ketika bertemu dengan orang yang akan membantu kita);N4;1;bab-07
ir-a1-07-026;電子レンジ;でんしレンジ;denshirenji;microwave;N5;1;bab-07
ir-a1-07-028;トースター;トースター;toosutaa;pemanggang roti;-;1;bab-07
ir-a1-07-030;ふとん;ふとん;futon;futon (kasur lipat tradisional Jepang);-;1;bab-07
ir-a1-07-033;洗濯機;せんたくき;sentakuki;mesin cuci;N2;1;bab-07
ir-a1-07-035;Wi-Fi;ワイファイ;waifai;Wi-Fi;-;1;bab-07
ir-a1-07-037;使う / 使います;つかう / つかいます;tsukau / tsukaimasu;menggunakan;N4;1;bab-07
ir-a1-07-038;ない;ない;nai;Tidak ada (bentuk negatif dari ある);-;1;bab-07
ir-a1-07-039;使ってください;つかってください;tsukattekudasai;Silakan pakai.;N4;1;bab-07
ir-a1-07-053;～区（南区）;～く（みなみく）;~ku(minamiku);Distrik ~ (contoh: Distrik Minami);N2;1;bab-07
ir-a1-07-055;どう？;どう？;dou？;Gimana? (bentuk informal dari どうですか？);-;1;bab-07
ir-a1-07-056;ふーん;ふーん;fuun;Hmm... (respon informal untuk menunjukkan bahwa pembicara mendengarkan ucapan lawan bicara);-;1;bab-07
ir-a1-07-060;シェアハウス;シェアハウス;shieahausu;shared house;-;1;bab-07
ir-a1-07-067;入れる / 入;いれる;ireru;menyalakan / ON;N5;1;bab-07
ir-a1-07-068;切る / 切;きる;kiru;mematikan / OFF;N4;1;bab-07
ir-a1-07-072;一時停止;いちじていし;ichijiteishi;jeda,  pause;N2;1;bab-07
ir-a1-07-073;標準;ひょうじゅん;hyoujun;mode pencucian normal;N1;1;bab-07
ir-a1-07-074;おいそぎ;おいそぎ;oisogi;mode pencucian cepat;-;1;bab-07
ir-a1-07-076;毛布;もうふ;moufu;selimut;N2;1;bab-07
ir-a1-07-077;ドライ;ドライ;dorai;mode pencucian delicate wash;-;1;bab-07
ir-a1-07-078;槽洗浄;そうせんじょう;sousenjou;mode pembersihan tabung;N1;1;bab-07
ir-a1-07-079;予約;よやく;yoyaku;pewaktu (timer);N3;1;bab-07
ir-a1-07-080;残り;のこり;nokori;sisa (waktu);N3;1;bab-07
ir-a1-07-081;水量;すいりょう;suiryou;volume air;N2;1;bab-07
ir-a1-07-084;除湿;じょしつ;joshitsu;menghilangkan kelembapan;N2;1;bab-07
ir-a1-07-085;自動;じどう;jidou;otomatis;N4;1;bab-07
ir-a1-07-087;風向;かざむき / ふうこう;kazamuki / fuukou;arah angin;N3;1;bab-07
ir-a1-07-088;風量;ふうりょう;fuuryou;kecepatan angin;N2;1;bab-07
ir-a1-07-089;停止;ていし;teishi;stop;N2;1;bab-07
ir-a1-07-090;タイマー;タイマー;taimaa;pewaktu (timer);-;1;bab-07
ir-a1-07-091;取消;とりけし;torikeshi;batal (cancel);N3;1;bab-07
ir-a1-08-001;更衣室;こういしつ;kouishitsu;ruang ganti;N2;1;bab-08
ir-a1-08-003;給湯室;きゅうとうしつ;kyuutoushitsu;pantri (pantry);N2;1;bab-08
ir-a1-08-005;喫煙所;きつえんじょ;kitsuenjo;ruang merokok,  area merokok;N2;1;bab-08
ir-a1-08-006;倉庫;そうこ;souko;gudang;N1;1;bab-08
ir-a1-08-007;着替える / 着替えます;きがえる / きがえます;kigaeru / kigaemasu;berganti pakaian;N2;1;bab-08
ir-a1-08-009;お茶をいれる / いれます;おちゃをいれる / いれます;ochawoireru / iremasu;membuat/menyeduh teh;N4;1;bab-08
ir-a1-08-010;打ち合わせをする / します;うちあわせをする / します;uchiawasewosuru / shimasu;mengadakan rapat;N3;1;bab-08
ir-a1-08-014;～よ（いるよ）;～よ（いるよ）;~yo(iruyo);digunakan ketika memberitahukan informasi yang tidak diketahui lawan bicara;-;1;bab-08
ir-a1-08-015;～ね（いませんね）;～ね（いませんね）;~ne(imasenne);digunakan ketika berbagi informasi dengan lawan bicara;-;1;bab-08
ir-a1-08-016;探してみます;さがしてみます;sagashitemimasu;Saya akan mencoba mencarinya.;N3;1;bab-08
ir-a1-08-025;FAX;ファックス;fakkusu;faksimile;-;1;bab-08
ir-a1-08-026;コピー機;コピーき;kopiiki;mesin fotokopi;N3;1;bab-08
ir-a1-08-033;ありました;ありました;arimashita;Ada. (digunakan ketika menemukan benda yang dicari);-;1;bab-08
ir-a1-08-034;応接室;おうせつしつ;ousetsushitsu;ruang penerimaan tamu;N1;1;bab-08
ir-a1-08-035;事務室;じむしつ;jimushitsu;ruang administrasi,  ruang tata usaha;N3;1;bab-08
ir-a1-09-009;1時;いちじ;ichiji;pukul satu, jam satu;N5;1;bab-09
ir-a1-09-010;2時;にじ;niji;pukul dua, jam dua;N5;1;bab-09
ir-a1-09-011;3時;さんじ;sanji;pukul tiga, jam tiga;N5;1;bab-09
ir-a1-09-012;4時;よじ;yoji;pukul empat, jam empat;N5;1;bab-09
ir-a1-09-013;5時;ごじ;goji;pukul lima, jam lima;N5;1;bab-09
ir-a1-09-014;6時;ろくじ;rokuji;pukul enam, jam enam;N5;1;bab-09
ir-a1-09-015;7時;しちじ;shichiji;pukul tujuh, jam tujuh;N5;1;bab-09
ir-a1-09-016;8時;はちじ;hachiji;pukul delapan, jam delapan;N5;1;bab-09
ir-a1-09-017;9時;くじ;kuji;pukul sembilan, jam sembilan;N5;1;bab-09
ir-a1-09-018;10時;じゅうじ;juuji;pukul sepuluh, jam sepuluh;N5;1;bab-09
ir-a1-09-019;11時;じゅういちじ;juuichiji;pukul sebelas, jam sebelas;N5;1;bab-09
ir-a1-09-020;12時;じゅうにじ;juuniji;pukul dua belas, jam dua belas;N5;1;bab-09
ir-a1-09-022;15分;じゅうごふん;juugofun;～ :15 / ～ lewat seperempat;N1;1;bab-09
ir-a1-09-023;30分;さんじゅっぷん;sanjuppun;～ :30 / setengah ～;N1;1;bab-09
ir-a1-09-024;45分;よんじゅうごふん;yonjuugofun;～ :45 / ～ kurang lima belas menit;N1;1;bab-09
ir-a1-09-038;早いですね;はやいですね;hayaidesune;Pagi sekali, Cepat sekali.;N4;1;bab-09
ir-a1-09-039;遅いですね;おそいですね;osoidesune;Larut sekali.;N3;1;bab-09
ir-a1-09-043;聞く／聞きます;きく／ききます;kiku/kikimasu;mendengarkan;N5;1;bab-09
ir-a1-09-046;朝礼;ちょうれい;chourei;apel pagi;N3;1;bab-09
ir-a1-09-049;休み時間;やすみじかん;yasumijikan;waktu istirahat;N5;1;bab-09
ir-a1-09-050;残業;ざんぎょう;zangyou;lembur;N3;1;bab-09
ir-a1-09-053;1日;いちにち;ichinichi;satu hari;N5;1;bab-09
ir-a1-09-055;説明する／説明します;せつめいする／せつめいします;setsumeisuru/setsumeishimasu;menjelaskan;N3;1;bab-09
ir-a1-09-056;在;ざい;zai;hadir;N3;1;bab-09
ir-a1-09-057;不在;ふざい;fuzai;tidak hadir, absen;N3;1;bab-09
ir-a1-09-058;遅刻;ちこく;chikoku;terlambat;N3;1;bab-09
ir-a1-09-060;外出;がいしゅつ;gaishutsu;tugas luar;N5;1;bab-09
ir-a1-09-061;早退;そうたい;soutai;pulang cepat;N3;1;bab-09
ir-a1-09-062;行動;こうどう;koudou;aktivitas, kegiatan;N4;1;bab-09
ir-a1-09-064;氏名;しめい;shimei;nama lengkap;N1;1;bab-09
ir-a1-09-067;月曜日／月;げつようび／げつ;getsuyoubi/getsu;Senin;N4;1;bab-09
ir-a1-09-068;火曜日／火;かようび／か;kayoubi/ka;Selasa;N4;1;bab-09
ir-a1-09-069;水曜日／水;すいようび／すい;suiyoubi/sui;Rabu;N4;1;bab-09
ir-a1-09-070;木曜日／木;もくようび／もく;mokuyoubi/moku;Kamis;N4;1;bab-09
ir-a1-09-071;金曜日／金;きんようび／きん;kinyoubi/kin;Jumat;N4;1;bab-09
ir-a1-09-072;土曜日／土;どようび／ど;doyoubi/do;Sabtu;N4;1;bab-09
ir-a1-09-073;日曜日／日;にちようび／にち;nichiyoubi/nichi;Minggu;N4;1;bab-09
ir-a1-09-080;だいじょうぶ（な）;だいじょうぶ（な）;daijoubu(na);bisa, oke;-;1;bab-09
ir-a1-09-081;だめ（な）;だめ（な）;dame(na);tidak bisa;-;1;bab-09
ir-a1-09-082;～にしましょう;～にしましょう;~nishimashou;Ayo kita lakukan pada ～!;-;1;bab-09
ir-a1-10-001;段ボール;だんボール;danbooru;kardus;N3;1;bab-10
ir-a1-10-005;プロジェクタ;プロジェクタ;purojiekuta;proyektor;-;1;bab-10
ir-a1-10-006;リモコン;リモコン;rimokon;i jarak jauh (remote control);-;1;bab-10
ir-a1-10-007;置いて（ください）;おいて（ください）;oite(kudasai);(Tolong) letakkan.;N3;1;bab-10
ir-a1-10-008;取って（ください）;とって（ください）;totte(kudasai);(Tolong) ambilkan.;N3;1;bab-10
ir-a1-10-009;並べて（ください）;ならべて（ください）;narabete(kudasai);(Tolong) susun.;N2;1;bab-10
ir-a1-10-010;片付けて（ください）;かたづけて（ください）;katazukete(kudasai);(Tolong) rapikan.;N2;1;bab-10
ir-a1-10-011;捨てて（ください）;すてて（ください）;sutete(kudasai);(Tolong) buang.;N2;1;bab-10
ir-a1-10-012;持って来て（ください）;もってきて（ください）;mottekite(kudasai);(Tolong) bawakan ke sini.;N4;1;bab-10
ir-a1-10-013;持って行って（ください）;もっていって（ください）;motteitte(kudasai);(Tolong) bawakan ke sana.;N4;1;bab-10
ir-a1-10-014;閉めて（ください）;しめて（ください）;shimete(kudasai);(Tolong) tutup.;N3;1;bab-10
ir-a1-10-015;手伝って（ください）;てつだって（ください）;tetsudatte(kudasai);(Tolong) bantu.;N3;1;bab-10
ir-a1-10-017;コピー;コピー;kopii;fotokopi;-;1;bab-10
ir-a1-10-022;来てください;きてください;kitekudasai;Tolong datang.;N5;1;bab-10
ir-a1-10-023;13時;じゅうさんじ;juusanji;pukul 13:00 (1:00 p.m.);N5;1;bab-10
ir-a1-10-024;14時;じゅうよじ;juuyoji;pukul 14:00 (2:00 p.m.);N5;1;bab-10
ir-a1-10-025;15時;じゅうごじ;juugoji;pukul 15:00 (3:00 p.m.);N5;1;bab-10
ir-a1-10-026;16時;じゅうろくじ;juurokuji;pukul 16:00 (4:00 p.m.);N5;1;bab-10
ir-a1-10-027;17時;じゅうしちじ;juushichiji;pukul 17:00 (5:00 p.m.);N5;1;bab-10
