kanji;hiragana;meaning;chapter;level;wordClass;importantity
～から来ました;～からきました;Datang dari…..;Bab01;n5;Unclassified;1
～さん;～さん;Saudara……. (Sopan ke lebih tua);Bab01;-;Unclassified;1
～ちゃん;～ちゃん;Panggilan untuk anak laki/perempuan;Bab01;-;Unclassified;1
～歳;～さい;Tahun….. ( Umur );Bab01;n3;Unclassified;1
～人;～じん;Orang……. ( Orang dari negara....);Bab01;n5;Unclassified;1
あなた;あなた;Anda;Bab01;-;Unclassified;1
あの人;あのひと;Orang itu (biasa);Bab01;n5;Unclassified;1
あの方;あのかた;Orang itu / Beliau (sopan);Bab01;n4;Unclassified;1
アメリカ;アメリカ;Amerika Serikat;Bab01;-;Unclassified;1
いいえ;いいえ;Tidak;Bab01;-;Unclassified;1
イギリス;イギリス;Inggris;Bab01;-;Unclassified;1
イタリア;イタリア;Italia;Bab01;-;Unclassified;1
インド;インド;India;Bab01;-;Unclassified;1
インドネシア;インドネシア;Indonesia;Bab01;-;Unclassified;1
おいくつ;おいくつ;Umur berapa?(sopan);Bab01;-;Unclassified;1
お名前は;おなまえは;Nama anda siapa?;Bab01;n5;Unclassified;1
タイ;タイ;Thailand;Bab01;-;Unclassified;1
だれ;だれ;Siapa (biasa);Bab01;-;Unclassified;1
ドイツ;ドイツ;Jerman;Bab01;-;Unclassified;1
どうぞよろしくお願します;どうぞよろしくおねがいします;Salam Kenal ( Terimalah perkenalan saya );Bab01;n3;Unclassified;1
どなた;どなた;Siapa (sopan);Bab01;-;Unclassified;1
はい;はい;Iya;Bab01;-;Unclassified;1
はじめまして;はじめまして;Perkenalkan;Bab01;-;Unclassified;1
ブラジル;ブラジル;Brazil;Bab01;-;Unclassified;1
医者;いしゃ;Dokter;Bab01;n4;Unclassified;1
何歳;なんさい;Umur berapa?(biasa);Bab01;n3;Unclassified;1
会社員;かいしゃいん;Pegawai / Karyawan perusahaan;Bab01;n4;Unclassified;1
学生;がくせい;Siswa,murid;Bab01;n5;Unclassified;1
韓国;かんこく;Korea Selatan;Bab01;-;Unclassified;1
教師;きょうし;Guru,dosen (dipakai untuk kalangan sendiri);Bab01;n3;Unclassified;1
銀行員;ぎんこういん;Pegawai bank;Bab01;n4;Unclassified;1
研究者;けんきゅうしゃ;Peneliti;Bab01;n4;Unclassified;1
私;わたし;Saya;Bab01;n4;Unclassified;1
失礼ですが;しつれいですが;Permisi;Bab01;n3;Unclassified;1
社員;しゃいん;Pegawai / Karyawan perusahaan ( A の しゃいん);Bab01;n4;Unclassified;1
先生;せんせい;Guru,dosen ( Tidak untuk menyebut pekerjaan sendiri );Bab01;n5;Unclassified;1
大学;だいがく;Universitas;Bab01;n5;Unclassified;1
中国;ちゅうごく;Cina;Bab01;n5;Unclassified;1
日本;にほん;Jepang;Bab01;n5;Unclassified;1
病院;びょういん;Rumah sakit;Bab01;n4;Unclassified;1
イラン;イラン;Iran;Bab01;-;Unclassified;2
エジプト;エジプト;Mesir;Bab01;-;Unclassified;2
オーストラリア;オーストラリア;Australia;Bab01;-;Unclassified;2
カナダ;カナダ;Kanada;Bab01;-;Unclassified;2
サウジアラビア;サウジアラビア;Arab Saudi;Bab01;-;Unclassified;2
シンガポール;シンガポール;Singapura;Bab01;-;Unclassified;2
スペイン;スペイン;Spanyol;Bab01;-;Unclassified;2
フィリピン;フィリピン;Filipina;Bab01;-;Unclassified;2
フランス;フランス;Perancis;Bab01;-;Unclassified;2
ベトナム;ベトナム;Vietnam;Bab01;-;Unclassified;2
ペルシア;ペルシア;Persia;Bab01;-;Unclassified;2
マレーシア;マレーシア;Malaysia;Bab01;-;Unclassified;2
メキシコ;メキシコ;Meksiko;Bab01;-;Unclassified;2
ロシア;ロシア;Rusia;Bab01;-;Unclassified;2
[ どうも ]ありがとうございます;[ どうも ]ありがとうございます;Terima kasih (Banyak);Bab02;-;Unclassified;1
～語;～ご;Bahasa ～;Bab02;n5;Unclassified;1
あ;あ;O,eh (dipakai ketika sadar);Bab02;-;Unclassified;1
あの～;あの～;～itu (jauh);Bab02;-;Unclassified;1
あのう;あのう;Eee ...(ungkapan ketika ragu);Bab02;-;Unclassified;1
あれ;あれ;Itu (jauh);Bab02;-;Unclassified;1
えっ;えっ;Eh (diucapkan ketika mendengar sesuatu diluar dugaan);Bab02;-;Unclassified;1
お土産;おみやげ;Oleh-oleh;Bab02;n3;Unclassified;1
カード;カード;Kartu;Bab02;-;Unclassified;1
カメラ;カメラ;Kamera;Bab02;-;Unclassified;1
コーヒー;コーヒー;Kopi;Bab02;-;Unclassified;1
こちらこそよろしくおねがいします;こちらこそよろしくおねがいします;Ya sama-sama ( Jawaban untuk Douzou Yoroshiku Onegaishimasu);Bab02;-;Unclassified;1
この～;この～;～ini;Bab02;-;Unclassified;1
これ;これ;Ini;Bab02;-;Unclassified;1
これからお世話になります;これからおせわになります;Mulai sekarang saya akan meminta bantuannya;Bab02;n4;Unclassified;1
コンピューター;コンピューター;Komputer, PC;Bab02;-;Unclassified;1
シャープペンシル;シャープペンシル;Pensil mekanik, Pensil Isi Ulang;Bab02;-;Unclassified;1
そう;そう;Begitu;Bab02;-;Unclassified;1
そうですか;そうですか;O,begitu / benarkah?;Bab02;-;Unclassified;1
その～;その～;～itu (dekat);Bab02;-;Unclassified;1
それ;それ;Itu (dekat);Bab02;-;Unclassified;1
チョコレート;チョコレート;Coklat;Bab02;-;Unclassified;1
テレビ;テレビ;Televisi;Bab02;-;Unclassified;1
どうぞ;どうぞ;Silakan ( Meawarkan );Bab02;-;Unclassified;1
ノート;ノート;Buku catatan, Buku Tulis;Bab02;-;Unclassified;1
ボールペン;ボールペン;Bolpoin;Bab02;-;Unclassified;1
ラジオ;ラジオ;Radio;Bab02;-;Unclassified;1
椅子;いす;Kursi;Bab02;-;Unclassified;1
違います;ちがいます;Bukan , Tidak , Salah;Bab02;n3;Unclassified;1
英語;えいご;Bahasa inggris;Bab02;n4;Unclassified;1
鉛筆;えんぴつ;Pensil;Bab02;-;Unclassified;1
何;なん;Apa;Bab02;n5;Unclassified;1
鞄;かばん;Tas;Bab02;-;Unclassified;1
机;つくえ;Meja, Meja Tulis;Bab02;n2;Unclassified;1
鍵;かぎ;Kunci;Bab02;-;Unclassified;1
雑誌;ざっし;Majalah;Bab02;n2;Unclassified;1
傘;かさ;Payung;Bab02;-;Unclassified;1
時計;とけい;Jam , arloji;Bab02;n4;Unclassified;1
辞書;じしょ;Kamus;Bab02;n3;Unclassified;1
車;くるま;Mobil;Bab02;n5;Unclassified;1
手帳;てちょう;Buku agenda;Bab02;-;Unclassified;1
新聞;しんぶん;Koran, Surat Kabar;Bab02;n4;Unclassified;1
日本語;にほんご;Bahasa jepang;Bab02;n5;Unclassified;1
本;ほん;Buku;Bab02;n5;Unclassified;1
名刺;めいし;Kartu nama;Bab02;n2;Unclassified;1
～をください;～をください;Tolong ～;Bab03;-;Unclassified;1
～円;～えん;～yen;Bab03;n5;Unclassified;1
～階;～かい;lantai～/ tingkat～;Bab03;n2;Unclassified;1
あそこ;あそこ;Disana;Bab03;-;Unclassified;1
あちら;あちら;Disana;Bab03;-;Unclassified;1
いくら;いくら;Berapa?;Bab03;-;Unclassified;1
イタリア;イタリア;Italia;Bab03;-;Unclassified;1
いらっしゃいませ;いらっしゃいませ;Selamat datang / Bisa Saya Bantu?;Bab03;-;Unclassified;1
エスカレーター;エスカレーター;Eskalator, tangga berjalan;Bab03;-;Unclassified;1
エレベーター;エレベーター;Lift;Bab03;-;Unclassified;1
お国;おくに;Negara;Bab03;n5;Unclassified;1
お手洗い;おてあらい;Kamar kecil, WC;Bab03;n3;Unclassified;1
ここ;ここ;Disini;Bab03;-;Unclassified;1
こちら;こちら;Disini;Bab03;-;Unclassified;1
じゃ;じゃ;Kalau begitu;Bab03;-;Unclassified;1
ジャカルタ;ジャカルタ;Jakarta;Bab03;-;Unclassified;1
スイス;スイス;Swis;Bab03;-;Unclassified;1
すみません;すみません;Maaf / Permisi;Bab03;-;Unclassified;1
そこ;そこ;Disitu;Bab03;-;Unclassified;1
そちら;そちら;Disitu;Bab03;-;Unclassified;1
トイレ;トイレ;Toilet;Bab03;-;Unclassified;1
どうも;どうも;Terima kasih;Bab03;-;Unclassified;1
どこ;どこ;Dimana?;Bab03;-;Unclassified;1
どちら;どちら;Dimana ?;Bab03;-;Unclassified;1
ネクタイ;ネクタイ;Dasi;Bab03;-;Unclassified;1
バンコク;バンコク;Bangkok;Bab03;-;Unclassified;1
フランス;フランス;Perancis;Bab03;-;Unclassified;1
ベルリン;ベルリン;Berlin;Bab03;-;Unclassified;1
ロビー;ロビー;Ruang tunggu, lobi;Bab03;-;Unclassified;1
ワイン;ワイン;Anggur (putih);Bab03;-;Unclassified;1
何階;なんがい;Lantai berapa?;Bab03;n2;Unclassified;1
家;うち;Rumah;Bab03;n4;Unclassified;1
会議室;かいぎしつ;Ruang rapat;Bab03;n3;Unclassified;1
会社;かいしゃ;Perusahaan;Bab03;n4;Unclassified;1
階段;かいだん;Tangga;Bab03;n2;Unclassified;1
教室;きょうしつ;Ruang kelas;Bab03;n4;Unclassified;1
靴;くつ;Sepatu;Bab03;n3;Unclassified;1
見せてください;みせてください;Tolong perlihatkan;Bab03;n5;Unclassified;1
事務所;じむしょ;Kantor, Ruang Guru;Bab03;n3;Unclassified;1
自動販売機;じどうはんばいき;Mesin jual otomatis;Bab03;n2;Unclassified;1
受付;うけつけ;Meja informasi;Bab03;n3;Unclassified;1
食堂;しょくどう;Ruang makan, Kantin, Rumah Makan;Bab03;n4;Unclassified;1
千;せん;Seribu;Bab03;n5;Unclassified;1
地下;ちか;Bawah tanah , basement;Bab03;n4;Unclassified;1
電話;でんわ;Telepon;Bab03;n5;Unclassified;1
売り場;うりば;Tempat penjualan;Bab03;n4;Unclassified;1
百;ひゃく;Seratus;Bab03;n5;Unclassified;1
部屋;へや;Kamar;Bab03;n3;Unclassified;1
万;まん;Puluh ribu;Bab03;n5;Unclassified;1
アクセサリー;アクセサリー;Perhiasan, aksesoris;Bab03;-;Unclassified;2
おもちゃ;おもちゃ;Mainan;Bab03;-;Unclassified;2
スポーツ用品;スポーツようひん;Peralatan olahraga;Bab03;n4;Unclassified;2
レストラン;レストラン;Restoran;Bab03;-;Unclassified;2
屋上;おくじょう;Lantai atas;Bab03;n4;Unclassified;2
化粧品;けしょうひん;Kosmetik;Bab03;-;Unclassified;2
家具;かぐ;Perlengkapan rumah;Bab03;n3;Unclassified;2
眼鏡;めがね;Kacamata;Bab03;-;Unclassified;2
催し物会場;もよおしものかいじょう;Tempat pertunjukan;Bab03;-;Unclassified;2
子供の服;こどものふく;Pakaian anak;Bab03;n3;Unclassified;2
食器;しょっき;Peralatan makan;Bab03;-;Unclassified;2
食品;しょくひん;Makanan;Bab03;n4;Unclassified;2
紳士服;しんしふく;Pakaian pria;Bab03;-;Unclassified;2
駐車場;ちゅうしゃじょう;tempat parkir;Bab03;n2;Unclassified;2
電化製品;でんかせいひん;Barang elektronik;Bab03;-;Unclassified;2
婦人服;ふじんふく;Pakaian wanita;Bab03;n3;Unclassified;2
文房具;ぶんぼうぐ;Alat tulis;Bab03;-;Unclassified;2
遊園地;ゆうえんち;Tempat hiburan;Bab03;n3;Unclassified;2
旅行用品;りょこうようひん;Peralatan wisata / berpergian;Bab03;n4;Unclassified;2
～から;～から;Dari~;Bab04;-;Unclassified;1
～と～;～と～;~Dan~;Bab04;-;Unclassified;1
～まで;～まで;Sampai~;Bab04;-;Unclassified;1
～時;～じ;Jam , pukul;Bab04;n5;Unclassified;1
～分;～ふん／ぶん;Menit;Bab04;-;Unclassified;1
デパート;デパート;Departemen store / Toserba;Bab04;-;Unclassified;1
ニューヨーク;ニューヨーク;New york;Bab04;-;Unclassified;1
ペキン;ペキン;Beijing;Bab04;-;Unclassified;1
ロサンゼルス;ロサンゼルス;Los angels;Bab04;-;Unclassified;1
ロンドン;ロンドン;London;Bab04;-;Unclassified;1
一昨日;おととい;2 hari yang lalu , kemarin lusa;Bab04;n3;Unclassified;1
映画;えいが;Film;Bab04;n4;Unclassified;1
何時;なんんじ;Jam berapa?;Bab04;n5;Unclassified;1
何番;なんばん;Nomer berapa?;Bab04;n3;Unclassified;1
何分;なんぷん;Berapa menit ?;Bab04;-;Unclassified;1
何曜日;なんようび;Hari apa?;Bab04;n4;Unclassified;1
火曜日;かようび;Hari selasa;Bab04;n4;Unclassified;1
会議;かいぎ;Rapat;Bab04;n3;Unclassified;1
起きます;おきます;Bangun ( tidur );Bab04;n4;Unclassified;1
休み;やすみ;Istirahat, cuti, libur;Bab04;n5;Unclassified;1
休みます;やすみます;Beristirahat , libur;Bab04;n5;Unclassified;1
金曜日;きんようび;Hari jumat;Bab04;n4;Unclassified;1
銀行;ぎんこう;Bank;Bab04;n4;Unclassified;1
月曜日;げつようび;Hari senin;Bab04;n4;Unclassified;1
午後;ごご;PM (waktu setelah jam 12 siang);Bab04;n5;Unclassified;1
午前;ごぜん;AM (waktu sebelum jam 12 siang);Bab04;n5;Unclassified;1
今;いま;Sekarang;Bab04;n5;Unclassified;1
今朝;けさ;Tadi pagi, Pagi ini;Bab04;n4;Unclassified;1
今日;きょう;Hari ini;Bab04;n5;Unclassified;1
今晩;こんばん;Malam ini, Nanti malam;Bab04;n3;Unclassified;1
昨日;きのう;Kemarin;Bab04;n3;Unclassified;1
試験;しけん;Ujian;Bab04;n4;Unclassified;1
終わります;おわります;Selesai;Bab04;n4;Unclassified;1
寝ます;ねます;Tidur;Bab04;n3;Unclassified;1
図書館;としょかん;Perpustakaan;Bab04;n4;Unclassified;1
水曜日;すいようび;Hari rabo;Bab04;n4;Unclassified;1
大変ですね;たいへんですね;Berat ya,;Bab04;n3;Unclassified;1
昼;ひる;Siang;Bab04;n4;Unclassified;1
昼休み;ひるやすみ;Istirahat siang;Bab04;n4;Unclassified;1
朝;あさ;Pagi;Bab04;n4;Unclassified;1
土曜日;どようび;Hari sabtu;Bab04;n4;Unclassified;1
働きます;はたらきます;Bekerja;Bab04;n3;Unclassified;1
日曜日;にちようび;Hari minggu;Bab04;n4;Unclassified;1
半;はん;Setengah;Bab04;n5;Unclassified;1
晩;ばん;Malam;Bab04;n3;Unclassified;1
番号;ばんごう;Nomer;Bab04;n3;Unclassified;1
美術館;びじゅつかん;Gedung kesenian;Bab04;n3;Unclassified;1
勉強します;べんきょうします;Belajar;Bab04;n4;Unclassified;1
毎朝;まいあさ;Setiap pagi;Bab04;n4;Unclassified;1
毎日;まいにち;Setiap hari;Bab04;n5;Unclassified;1
毎晩;まいばん;Setiap malam;Bab04;n3;Unclassified;1
明後日;あさって;Besok lusa;Bab04;n4;Unclassified;1
明日;あした;Besok;Bab04;n4;Unclassified;1
木曜日;もくようび;Hari kamis;Bab04;n4;Unclassified;1
夜;よる;Malam;Bab04;n4;Unclassified;1
郵便局;ゆうびんきょく;Kantor pos;Bab04;n2;Unclassified;1
警察署;けいさつしょ;Kantor polisi;Bab04;n2;Unclassified;2
時報;じほう;Pemberitahuan waktu;Bab04;n3;Unclassified;2
消防署;しょうぼうしょ;Pemadam kebakaran;Bab04;n2;Unclassified;2
天気予報;てんきよほう;Ramalan cuaca;Bab04;n3;Unclassified;2
電話番号案内;でんわばんごうあんない;Petunjuk nomor telepon;Bab04;-;Unclassified;2
～月;～がつ;Bulan~;Bab05;n5;Unclassified;1
～日;～にち;Tanggal ~, hari~;Bab05;n5;Unclassified;1
～年;～ねん;Tahun~;Bab05;n5;Unclassified;1
～番線;～ばんせん;Peron nomor , jalur nomor;Bab05;n2;Unclassified;1
いつ;いつ;Kapan;Bab05;-;Unclassified;1
スーパー;スーパー;Supermarket / Pasar Swalayan;Bab05;-;Unclassified;1
そうですね;そうですね;Ya begitulah;Bab05;-;Unclassified;1
タクシー;タクシー;Taksi;Bab05;-;Unclassified;1
どういたしまして;どういたしまして;Sama-sama;Bab05;-;Unclassified;1
バス;バス;Bus;Bab05;-;Unclassified;1
一人で;ひとりで;Sendirian, Dengan Sendiri;Bab05;n5;Unclassified;1
一日;ついたち;Tanggal 1;Bab05;n5;Unclassified;1
駅;えき;Stasiun;Bab05;n4;Unclassified;1
何月;なんがつ;Bulan apa?;Bab05;n5;Unclassified;1
何日;なんにち;Tanggal berapa, berapa hari;Bab05;n5;Unclassified;1
何年;なんねん;Tahun berapa?;Bab05;n5;Unclassified;1
家族;かぞく;Keluarga;Bab05;n4;Unclassified;1
学校;がっこう;Sekolah;Bab05;n5;Unclassified;1
帰ります;かえります;Pulang;Bab05;n4;Unclassified;1
急行;きゅうこう;Ekspres;Bab05;n4;Unclassified;1
去年;きょねん;Tahun lalu;Bab05;n4;Unclassified;1
九日;ここのか;Tanggal 9 , 9 hari;Bab05;n5;Unclassified;1
五日;いつか;Tanggal 5 , 5 hari;Bab05;n5;Unclassified;1
行きます;いきます;Pergi;Bab05;n5;Unclassified;1
今月;こんげつ;Bulan ini;Bab05;n5;Unclassified;1
今週;こんしゅう;Minggu ini;Bab05;n4;Unclassified;1
今年;ことし;Tahun ini;Bab05;n5;Unclassified;1
三日;みっか;Tanggal 3 , 3 hari;Bab05;n5;Unclassified;1
四日;よっか;Tanggal 4 , 4 hari;Bab05;n5;Unclassified;1
次の;つぎの;Yang berikutnya;Bab05;n3;Unclassified;1
自転車;じてんしゃ;Sepeda;Bab05;n4;Unclassified;1
七日;なのか;Tanggal 7 , 7 hari;Bab05;n5;Unclassified;1
十四日;じゅうよっか;Tanggal 14 , 14 hari;Bab05;n5;Unclassified;1
十日;とおか;Tanggal 10, 10 hari;Bab05;n5;Unclassified;1
新幹線;しんかんせん;Shinkansen ( Kereta Cepat );Bab05;-;Unclassified;1
人;ひと;Orang;Bab05;n5;Unclassified;1
先月;せんげつ;Bulan lalu;Bab05;n5;Unclassified;1
先週;せんしゅう;Minggu lalu;Bab05;n4;Unclassified;1
船;ふね;Kapal laut;Bab05;n3;Unclassified;1
誕生日;たんじょうび;Hari ulang tahun;Bab05;-;Unclassified;1
地下鉄;ちかてつ;Kereta bawah tanah;Bab05;n2;Unclassified;1
電車;でんしゃ;Kereta listrik;Bab05;n5;Unclassified;1
特急;とっきゅう;Super ekspres;Bab05;n4;Unclassified;1
二十四日;にじゅうよっか;Tanggal 24 , 24 hari;Bab05;n5;Unclassified;1
二十日;はつか;Tanggal 20 , 20 hari;Bab05;n5;Unclassified;1
二日;ふつか;Tanggal 2 , 2 hari;Bab05;n5;Unclassified;1
八日;ようか;Tanggal 8, 8 hari;Bab05;n5;Unclassified;1
彼;かれ;Dia, ia (laki-laki);Bab05;n3;Unclassified;1
彼女;かのじょ;Dia, ia (perempuan);Bab05;n3;Unclassified;1
飛行機;ひこうき;Pesawat terbang;Bab05;n3;Unclassified;1
普通;ふつう;Biasa;Bab05;n2;Unclassified;1
歩いて;あるいて;Dengan Berjalan kaki;Bab05;n4;Unclassified;1
友達;ともだち;Teman;Bab05;n3;Unclassified;1
来ます;きます;Datang;Bab05;n5;Unclassified;1
来月;らいげつ;Bulan depan;Bab05;n5;Unclassified;1
来週;らいしゅう;Minggu depan;Bab05;n4;Unclassified;1
来年;らいねん;Tahun depan;Bab05;n5;Unclassified;1
六日;むいか;Tanggal 6 , 6 hari;Bab05;n5;Unclassified;1
こどものひ;こどものひ;Hari anak;Bab05;-;Unclassified;3
みどりのひ;みどりのひ;Hari penghijauan;Bab05;-;Unclassified;3
海の日;うみのひ;Hari bahari;Bab05;n4;Unclassified;3
勤労感謝の日;きんろうかんしゃのひ;Hari bersyukur untuk pekerjaan;Bab05;-;Unclassified;3
敬老の日;けいろうのひ;Hari hormat kepada orang tua;Bab05;n2;Unclassified;3
建国記念の日;けんこくきねんのひ;Hari pembangunan nasional;Bab05;n3;Unclassified;3
憲法記念日;けんぽうきねんび;Hari peringatan konstitusi;Bab05;n3;Unclassified;3
元日;がんじつ;Tahun baru;Bab05;n4;Unclassified;3
山の日;やまのひ;Hari gunung;Bab05;n5;Unclassified;3
秋分の日;しゅうぶんのひ;Hari equinox pada musim gugur;Bab05;-;Unclassified;3
祝祭日;しゅくさいじつ;Hari libur nasional;Bab05;n2;Unclassified;3
春分の日;しゅんぶんのひ;Hari equinox pada musim semi;Bab05;-;Unclassified;3
昭和の日;しょうわのひ;Hari showa;Bab05;-;Unclassified;3
成人の日;せいじんのひ;Hari perayaan menjadi dewasa;Bab05;n3;Unclassified;3
体育の日;たいいくのひ;Hari kesehatan olahraga;Bab05;n3;Unclassified;3
天皇誕生日;てんのうたんじょうび;Hari ulang tahun kaisar;Bab05;-;Unclassified;3
文化の日;ぶんかのひ;Hari kebudayaan;Bab05;n3;Unclassified;3
いいですね;いいですね;Bagus ya / baik ya;Bab06;-;Unclassified;1
いっしょに;いっしょに;Bersama-sama;Bab06;-;Unclassified;1
いつも;いつも;Selalu;Bab06;-;Unclassified;1
ええ;ええ;Ya;Bab06;-;Unclassified;1
お酒;おさけ;Minuman keras;Bab06;n3;Unclassified;1
お茶;おちゃ;Teh jepang / teh hijau;Bab06;n4;Unclassified;1
ご飯;ごはん;Nasi;Bab06;n4;Unclassified;1
サッカー;サッカー;Sepak bola;Bab06;-;Unclassified;1
します;します;Melakukan / mengerjakan / berbuat;Bab06;-;Unclassified;1
じゃ, また;じゃ、また;Ok, sampai jumpa besok;Bab06;-;Unclassified;1
ジュース;ジュース;Jus, Sari buah;Bab06;-;Unclassified;1
それから;それから;Setelah itu / kemudian;Bab06;-;Unclassified;1
たばこ;たばこ;Rokok;Bab06;-;Unclassified;1
ちょっと;ちょっと;Sebentar / sedikit;Bab06;-;Unclassified;1
テニス;テニス;Tenis;Bab06;-;Unclassified;1
パン;パン;Roti;Bab06;-;Unclassified;1
ビール;ビール;Bir;Bab06;-;Unclassified;1
ビデオ;ビデオ;Kaset video, VHS;Bab06;-;Unclassified;1
メキシコ;メキシコ;Meksiko;Bab06;-;Unclassified;1
レポート;レポート;Laporan;Bab06;-;Unclassified;1
飲みます;のみます;Minum;Bab06;n4;Unclassified;1
何;なに;Apa;Bab06;n5;Unclassified;1
果物;くだもの;Buah-buahan;Bab06;n3;Unclassified;1
花見;はなみ;Hanami (menikmati bunga sakura);Bab06;n4;Unclassified;1
会います;あいます;Bertemu;Bab06;n4;Unclassified;1
吸います;すいます;Menghisap / merokok;Bab06;n3;Unclassified;1
牛乳;ぎゅうにゅう;Susu;Bab06;n2;Unclassified;1
魚;さかな;Ikan;Bab06;n4;Unclassified;1
見ます;みます;Melihat / menonton;Bab06;n5;Unclassified;1
紅茶;こうちゃ;Teh;Bab06;n2;Unclassified;1
撮ります;とります;Mengambil (foto) / memotret;Bab06;-;Unclassified;1
時々;ときどき;Kadang-kadang;Bab06;n5;Unclassified;1
写真;しゃしん;Foto;Bab06;n4;Unclassified;1
取ります;とります;Mengambil  ( Umum );Bab06;n4;Unclassified;1
手紙;てがみ;Surat;Bab06;n4;Unclassified;1
宿題;しゅくだい;Pekerjaan rumah / PR;Bab06;n3;Unclassified;1
書きます;かきます;Menulis / menggambar;Bab06;n5;Unclassified;1
食べます;たべます;Makan;Bab06;n5;Unclassified;1
水;みず;Air;Bab06;n5;Unclassified;1
昼ご飯;ひるごはん;Makan siang;Bab06;n4;Unclassified;1
朝ご飯;あさごはん;Makan pagi / sarapan;Bab06;n4;Unclassified;1
庭;にわ;Halaman;Bab06;n3;Unclassified;1
店;みせ;Toko;Bab06;n4;Unclassified;1
読みます;よみます;Membaca;Bab06;n5;Unclassified;1
肉;にく;Daging;Bab06;n4;Unclassified;1
買います;かいます;Membeli;Bab06;n4;Unclassified;1
晩ご飯;ばんごはん;Makan malam;Bab06;n3;Unclassified;1
分かりました;わかりました;Mengerti / baik;Bab06;-;Unclassified;1
聞きます;ききます;Mendengar;Bab06;n5;Unclassified;1
野菜;やさい;Sayuran;Bab06;n2;Unclassified;1
卵;たまご;Telur;Bab06;n2;Unclassified;1
いか;いか;Cumi-cumi;Bab06;-;Unclassified;2
いちご;いちご;Stroberi;Bab06;-;Unclassified;2
えび;えび;Udang;Bab06;-;Unclassified;2
かき;かき;Kesemek;Bab06;-;Unclassified;2
かに;かに;Kepiting;Bab06;-;Unclassified;2
キャベツ;キャベツ;Kol;Bab06;-;Unclassified;2
ぎゅうにく;ぎゅうにく;Daging sapi;Bab06;-;Unclassified;2
きゅうり;きゅうり;Timun;Bab06;-;Unclassified;2
こめ;こめ;Beras;Bab06;-;Unclassified;2
じゃがいも;じゃがいも;Kentang;Bab06;-;Unclassified;2
すいか;すいか;Semangka;Bab06;-;Unclassified;2
ソーセージ;ソーセージ;Sosis;Bab06;-;Unclassified;2
だいこん;だいこん;Lobak;Bab06;-;Unclassified;2
たこ;たこ;Gurita;Bab06;-;Unclassified;2
たまねぎ;たまねぎ;Bawang;Bab06;-;Unclassified;2
トマト;トマト;Tomat;Bab06;-;Unclassified;2
とりにく;とりにく;Daging ayam;Bab06;-;Unclassified;2
なし;なし;Pir;Bab06;-;Unclassified;2
なす;なす;Terong;Bab06;-;Unclassified;2
にんじん;にんじん;Wortel;Bab06;-;Unclassified;2
ねぎ;ねぎ;Daun bawang;Bab06;-;Unclassified;2
はくさい;はくさい;Sawi;Bab06;-;Unclassified;2
バナナ;バナナ;Pisang;Bab06;-;Unclassified;2
ハム;ハム;Ham;Bab06;-;Unclassified;2
ぶたにく;ぶたにく;Daging babi;Bab06;-;Unclassified;2
ぶどう;ぶどう;Anggur;Bab06;-;Unclassified;2
ほうれんそう;ほうれんそう;Bayam;Bab06;-;Unclassified;2
まめ;まめ;Kacang-kacangan;Bab06;-;Unclassified;2
みかん;みかん;Jeruk;Bab06;-;Unclassified;2
もも;もも;Buah peach;Bab06;-;Unclassified;2
りんご;りんご;Apel;Bab06;-;Unclassified;2
レタス;レタス;Letas;Bab06;-;Unclassified;2
あじ;あじ;Ikan mackerel;Bab06;-;Unclassified;3
いわし;いわし;Ikan sarden;Bab06;-;Unclassified;3
さけ;さけ;Ikan salmon;Bab06;-;Unclassified;3
さば;さば;Ikan kembung;Bab06;-;Unclassified;3
さんま;さんま;Ikan sauri pasifik;Bab06;-;Unclassified;3
たい;たい;Ikan kakap;Bab06;-;Unclassified;3
たら;たら;Ikan gabus;Bab06;-;Unclassified;3
まぐろ;まぐろ;Ikan tuna;Bab06;-;Unclassified;3
～いかがですか;～いかがですか;Bagaimana ? (menawarkan sesuatu kepada orang);Bab07;-;Unclassified;1
あげます;あげます;Memberikan;Bab07;-;Unclassified;1
いただきます;いただきます;Selamat makan;Bab07;-;Unclassified;1
いらっしゃい;いらっしゃい;Selamat datang;Bab07;-;Unclassified;1
お金;おかね;Uang;Bab07;n5;Unclassified;1
お父さん;おとうさん;Ayah orang lain;Bab07;n5;Unclassified;1
お母さん;おかあさん;Ibu orang lain;Bab07;n5;Unclassified;1
かけます （を）;かけます （を）;Menelpon;Bab07;-;Unclassified;1
クリスマス;クリスマス;Natal;Bab07;-;Unclassified;1
ケータイ;ケータイ;HP;Bab07;-;Unclassified;1
ごちそうさまでした;ごちそうさまでした;Terima kasih atas hidangannya;Bab07;-;Unclassified;1
これから;これから;Mulai dari sekarang;Bab07;-;Unclassified;1
シャツ;シャツ;Kemeja;Bab07;-;Unclassified;1
すてきですね;すてきですね;Bagus ya / indah ya;Bab07;-;Unclassified;1
スプーン;スプーン;Sendok;Bab07;-;Unclassified;1
スペイン;スペイン;Spanyol;Bab07;-;Unclassified;1
セロテープ;セロテープ;Selotip;Bab07;-;Unclassified;1
どうぞおあがりください;どうぞおあがりください;Silakan masuk;Bab07;-;Unclassified;1
ナイフ;ナイフ;Pisau;Bab07;-;Unclassified;1
はさみ;はさみ;Gunting;Bab07;-;Unclassified;1
はし;はし;Sumpit;Bab07;-;Unclassified;1
