kanji;hiragana;meaning;chapter;level;wordClass;importantity
発表会;はっぴょうかい;mempresentasi;Bab40;n4;Unclassified;1
犯人;はんにん;pelaku;Bab40;n4;Unclassified;1
必要な;ひつような;perlu;Bab40;n4;Unclassified;1
表;おもて;muka;Bab40;n4;Unclassified;1
忘年会;ぼうねんかい;pesta akhir tahun;Bab40;n4;Unclassified;1
様子;ようす;kondisi, suasana;Bab40;n4;Unclassified;1
裏;うら;belakang;Bab40;n4;Unclassified;1
離れた;はなれた;terpisah;Bab40;n4;Unclassified;1
量ります;はかります;Menimbang (Berat/Volume);Bab40;n4;Unclassified;1
かける;かける;kali;Bab40;n4;Unclassified;2
キログラム;キログラム;kilogram;Bab40;n4;Unclassified;2
キロメートル;キロメートル;kilometer;Bab40;n4;Unclassified;2
グラム;グラム;gram;Bab40;n4;Unclassified;2
シーシー;シーシー;cc;Bab40;n4;Unclassified;2
センチメートル;センチメートル;sentimeter;Bab40;n4;Unclassified;2
たす;たす;tambah;Bab40;n4;Unclassified;2
チェック;チェック;berpetak-petak;Bab40;n4;Unclassified;2
トン;トン;ton;Bab40;n4;Unclassified;2
は（イコール）;は（イコール）;sama dengan;Bab40;n4;Unclassified;2
ひく;ひく;kurang;Bab40;n4;Unclassified;2
ミリグラム;ミリグラム;miligram;Bab40;n4;Unclassified;2
ミリメートル;ミリメートル;milimeter;Bab40;n4;Unclassified;2
ミリリットル;ミリリットル;mililiter;Bab40;n4;Unclassified;2
メートル;メートル;meter;Bab40;n4;Unclassified;2
リットル;リットル;liter;Bab40;n4;Unclassified;2
わる;わる;bagi;Bab40;n4;Unclassified;2
円（丸）;えん（まる）;bulat;Bab40;n4;Unclassified;2
横じま;よこじま;belang horizontal;Bab40;n4;Unclassified;2
花柄;はながら;corak bunga;Bab40;n4;Unclassified;2
曲線;きょくせん;garis kurva;Bab40;n4;Unclassified;2
形;かたち;bentuk;Bab40;n4;Unclassified;2
計算;けいさん;perhitungan;Bab40;n4;Unclassified;2
三角形;さんかくけい;segi tiga;Bab40;n4;Unclassified;2
四角形;しかくけい;segi empat;Bab40;n4;Unclassified;2
縦じま;たてじま;belang vertikal;Bab40;n4;Unclassified;2
水玉;みずたま;berbintik-bintik;Bab40;n4;Unclassified;2
線;せん;garis;Bab40;n4;Unclassified;2
体積・容積;たいせき・ようせき;volume・kapasitas;Bab40;n4;Unclassified;2
単位;たんい;Satuan;Bab40;n4;Unclassified;2
直線;ちょくせん;garis lulus;Bab40;n4;Unclassified;2
点線;てんせん;garis titik;Bab40;n4;Unclassified;2
平方キロメートル;へいほうキロメートル;kilometer persegi;Bab40;n4;Unclassified;2
平方センチメートル;へいほうセンチメートル;sentimeter persegi;Bab40;n4;Unclassified;2
平方メートル;へいほうメートル;meter persegi;Bab40;n4;Unclassified;2
無地;むじ;polos;Bab40;n4;Unclassified;2
面積;めんせき;bidang;Bab40;n4;Unclassified;2
模様;もよう;corak;Bab40;n4;Unclassified;2
立方センチメートル;りっぽうセンチメートル;sentimeter kubik;Bab40;n4;Unclassified;2
立方メートル;りっぽうメートル;meter kubik;Bab40;n4;Unclassified;2
［お］見舞い;［お］みまい;pembesukan, barang bantuan;Bab41;n3;Unclassified;1
～さん;～さん;Bapak ~, Ibu ~, Sdr. ~ (akhiran yang dibubuhkan di belakang nama pekerjaan atau jawatan untuk menyatakan kehalusan);Bab41;n5;Unclassified;1
～ずつ;～ずつ;setiap ~ (contoh: setiap sepatah kata, setiap dua orang, setiap tiga lembar);Bab41;n4;Unclassified;1
ある～;ある～;suatu ~;Bab41;n4;Unclassified;1
いじめます;いじめます;menyiksa, menganiayai;Bab41;n3;Unclassified;1
いただきます;いただきます;menerima (Kata Merendahkan Diri dari もらいます);Bab41;-;Unclassified;1
えさ;えさ;makanan;Bab41;n3;Unclassified;1
おじ;おじ;om;Bab41;n4;Unclassified;1
おじさん;おじさん;om (untuk orang lain);Bab41;n5;Unclassified;1
おば;おば;tante;Bab41;n4;Unclassified;1
おばさん;おばさん;tante (untuk orang lain);Bab41;n5;Unclassified;1
おもちゃ;おもちゃ;mainan;Bab41;n4;Unclassified;1
お祝い;おいわい;perayaan, hadiah (～を します : merayakan);Bab41;n4;Unclassified;1
お孫さん;おまごさん;cucu (untuk orang lain);Bab41;-;Unclassified;1
お宅;おたく;rumah (Kata Hormat dari うち atau いえ);Bab41;n3;Unclassified;1
お年玉;おとしだま;otoshidama (angpao);Bab41;-;Unclassified;1
お姫様;おひめさま;putri;Bab41;n3;Unclassified;1
かめ;かめ;kura-kura;Bab41;-;Unclassified;1
かわいい;かわいい;manis;Bab41;n5;Unclassified;1
くださいます;くださいます;memberikan (Kata Hormat dari くれます);Bab41;-;Unclassified;1
この間;このあいだ;beberapa saat lalu;Bab41;n4;Unclassified;1
すると;すると;kemudian;Bab41;n4;Unclassified;1
どうぞお幸せに。;どうぞおしあわせに。;Selamat berbahagia!;Bab41;n4;Unclassified;1
ドライバー;ドライバー;obeng;Bab41;n4;Unclassified;1
ハンカチ;ハンカチ;sapu tangan;Bab41;n5;Unclassified;1
ひとこと;ひとこと;sepatah kata;Bab41;n3;Unclassified;1
やります;やります;memberi (terhadap orang yang lebih muda, bawahan, binatang dan tanaman);Bab41;n5;Unclassified;1
浦島太郎;うらしまたろう;nama peran utama cerita dongen;Bab41;-;Unclassified;1
煙;けむり;asap;Bab41;n3;Unclassified;1
猿;さる;monyet;Bab41;n4;Unclassified;1
温度;おんど;suhu;Bab41;n3;Unclassified;1
下げます;さげます;menurunkan;Bab41;n4;Unclassified;1
絵はがき;えはがき;kartu pos bergambar;Bab41;n4;Unclassified;1
絵本;えほん;buku gambar;Bab41;n4;Unclassified;1
管理人;かんりにん;penjaga (contoh: penjaga apartmen);Bab41;n4;Unclassified;1
興味;きょうみ;minat (［コンピューターに］～が あります：berminat pada [komputer]);Bab41;n3;Unclassified;1
靴下;くつした;kaus kaki;Bab41;n5;Unclassified;1
子どもたち;こどもたち;anak-anak;Bab41;n4;Unclassified;1
手袋;てぶくろ;sarung tangan;Bab41;n4;Unclassified;1
助けます;たすけます;membantu, menolong;Bab41;n4;Unclassified;1
上げます;あげます;menaikkan;Bab41;n4;Unclassified;1
情報;じょうほう;informasi;Bab41;n4;Unclassified;1
真っ白［な］;まっしろ［な］;putih;Bab41;n3;Unclassified;1
親切にします;しんせつにします;berbaik hati;Bab41;n4;Unclassified;1
昔話;むかしばなし;cerita dongeng;Bab41;n3;Unclassified;1
祖父;そふ;kakek;Bab41;n4;Unclassified;1
祖母;そぼ;nenek;Bab41;n4;Unclassified;1
孫;まご;cucu;Bab41;n3;Unclassified;1
暖房;だんぼう;alat pemanas;Bab41;n4;Unclassified;1
男;おとこ;laki-laki;Bab41;n5;Unclassified;1
中身;なかみ;isi;Bab41;n3;Unclassified;1
珍しい;めずらしい;langka;Bab41;n4;Unclassified;1
二人;ふたり;pasangan;Bab41;n5;Unclassified;1
発音;はつおん;ungkapan;Bab41;n4;Unclassified;1
文法;ぶんぽう;tata bahasa;Bab41;n4;Unclassified;1
暮らします;くらします;hidup;Bab41;n3;Unclassified;1
優しい;やさしい;baik hati;Bab41;n4;Unclassified;1
幼稚園;ようちえん;TK;Bab41;n4;Unclassified;1
陸;りく;daratan;Bab41;n3;Unclassified;1
冷房;れいぼう;AC;Bab41;n4;Unclassified;1
お寺で体験できます;おてらでたいけんできます;Dapat mencoba di wihara.;Bab41;-;Unclassified;2
カラオケ;カラオケ;karaoke;Bab41;-;Unclassified;2
バザー;バザー;Bazar;Bab41;-;Unclassified;2
ビデオカメラ;ビデオカメラ;kamera video;Bab41;n4;Unclassified;2
ベビー用品;ベビーようひん;peralatan untuk bayi;Bab41;-;Unclassified;2
レジャー用品;レジャーようひん;peralatan rekreasi;Bab41;-;Unclassified;2
レンタルサービス;レンタルサービス;Jasa penyewaan;Bab41;-;Unclassified;2
家の修理、掃除;いえのしゅうり、そうじ;perbaikan dan pembersihan rumah;Bab41;-;Unclassified;2
携帯電話;けいたいでんわ;HP, ponsel;Bab41;n4;Unclassified;2
結婚式;けっこんしき;upacara pernikahan;Bab41;n4;Unclassified;2
犬の散歩;いぬのさんぽ;berjalan-jalan dengan anjing;Bab41;-;Unclassified;2
公民館;こうみんかん;balai;Bab41;n3;Unclassified;2
七五三;しちごさん;perayaan umur tujuh, lima, dan tiga tahun;Bab41;-;Unclassified;2
成人式;せいじんしき;upacara pendewasaan;Bab41;-;Unclassified;2
生け花スクール;いけばなスクール;Klub merangkai bunga;Bab41;-;Unclassified;2
精進料理が食べられます;しょうじんりょうりがたべられます;Dapat sajian makanan Vegetarian.;Bab41;-;Unclassified;2
赤ちゃん、子どもの世話;あかちゃん、こどものせわ;menjaga bayi dan anak;Bab41;-;Unclassified;2
禅ができます;ぜんができます;Dapat bermeditasi Zen (ala Budha Jepang).;Bab41;-;Unclassified;2
卒業式;そつぎょうしき;wisuda;Bab41;n4;Unclassified;2
貸衣装;かしいしょう;Penyewaan Pakaian;Bab41;-;Unclassified;2
日本語教室;にほんごきょうしつ;Kursus Bahasa Jepang;Bab41;-;Unclassified;2
日本料理講習会;にほんりょうりこうしゅうかい;Les masakan Jepang;Bab41;-;Unclassified;2
泊まりませんか;とまりませんか;Ayo menginap.;Bab41;n5;Unclassified;2
便利屋;べんりや;Tukang serba guna;Bab41;-;Unclassified;2
便利情報;べんりじょうほう;Informasi Berguna;Bab41;-;Unclassified;2
民宿;みんしゅく;Penginapan;Bab41;n3;Unclassified;2
旅行用品;りょこうようひん;peralatan perjalanan;Bab41;-;Unclassified;2
話し相手;はなしあいて;lawan bicara;Bab41;-;Unclassified;2
～によって;～によって;oleh ~;Bab42;n3;Unclassified;1
アパート;アパート;apartmen;Bab42;n5;Unclassified;1
ある～;ある～;suatu ~;Bab42;n4;Unclassified;1
エリーゼのために;エリーゼのために;Kepada Elise (nama musik);Bab42;-;Unclassified;1
カップめん;カップめん;mie instan (diisi di dalam tempat sekali pakai seperti mangkuk plastik);Bab42;-;Unclassified;1
こどもニュース;こどもニュース;berita fiksi;Bab42;-;Unclassified;1
そろばん;そろばん;sempoa;Bab42;-;Unclassified;1
チキンラーメン;チキンラーメン;nama produk mie instan;Bab42;-;Unclassified;1
どのくらい;どのくらい;berapa banyak;Bab42;n4;Unclassified;1
どんぶり;どんぶり;mangkuk;Bab42;-;Unclassified;1
なぜ;なぜ;kenapa;Bab42;n4;Unclassified;1
のし袋;のしぶくろ;amplop khusus untuk mengisi uang;Bab42;-;Unclassified;1
ふた;ふた;tutup;Bab42;n3;Unclassified;1
ふろしき;ふろしき;kain untuk membungkus barang;Bab42;-;Unclassified;1
ベートーベン;ベートーベン;Ludwig van Beethoven, musisi Jerman (1770-1827);Bab42;-;Unclassified;1
ミキサー;ミキサー;mixer, alat pencampur listrik;Bab42;-;Unclassified;1
めん;めん;mie;Bab42;-;Unclassified;1
やかん;やかん;ceret, ketel;Bab42;-;Unclassified;1
ローン;ローン;kredit;Bab42;-;Unclassified;1
安藤百福;あんどうももふく;pengusaha Jepang, penemu (1910-2007);Bab42;-;Unclassified;1
一生懸命;いっしょうけんめい;sungguh-sungguh;Bab42;n4;Unclassified;1
音楽家;おんがくか;musisi;Bab42;n3;Unclassified;1
楽しみ;たのしみ;kesenangan;Bab42;n4;Unclassified;1
割ります;わります;membagi;Bab42;n3;Unclassified;1
缶詰;かんづめ;makanan kaleng;Bab42;n3;Unclassified;1
缶切り;かんきり;pembuka kaleng;Bab42;-;Unclassified;1
教育;きょういく;pendidikan;Bab42;n3;Unclassified;1
計算します;けいさんします;menghitung;Bab42;n3;Unclassified;1
広めます;ひろめます;menyebarluaskan;Bab42;n3;Unclassified;1
国連;こくれん;Perserikatan Bangsa-Bangsa;Bab42;-;Unclassified;1
混ぜます;まぜます;mencampur;Bab42;n3;Unclassified;1
材料;ざいりょう;bahan;Bab42;n3;Unclassified;1
子どもたち;こどもたち;anak-anak;Bab42;n4;Unclassified;1
市場調査;しじょうちょうさ;riset pemasaran;Bab42;-;Unclassified;1
自然;しぜん;alam;Bab42;n3;Unclassified;1
社会;しゃかい;sosial;Bab42;n3;Unclassified;1
出ます［ボーナスが～］;でます;diberi [bonus];Bab42;n4;Unclassified;1
丈夫な;じょうぶな;kuat;Bab42;n4;Unclassified;1
世界初;せかいはつ;pertama di dunia;Bab42;-;Unclassified;1
政治;せいじ;politik;Bab42;n3;Unclassified;1
戦争;せんそう;perang;Bab42;n3;Unclassified;1
栓抜き;せんぬき;pembuka botol;Bab42;-;Unclassified;1
体温計;たいおんけい;termometer;Bab42;-;Unclassified;1
注ぎます;そそぎます;menyiram;Bab42;n3;Unclassified;1
半分;はんぶん;setengah;Bab42;n4;Unclassified;1
沸かします;わかします;memasak;Bab42;n3;Unclassified;1
文化;ぶんか;budaya;Bab42;n3;Unclassified;1
平和;へいわ;damai, perdamaian;Bab42;n3;Unclassified;1
並びます;ならびます;berbaris;Bab42;n4;Unclassified;1
弁護士;べんごし;pengacara;Bab42;n3;Unclassified;1
包みます;つつみます;membungkus;Bab42;n3;Unclassified;1
法律;ほうりつ;hukum;Bab42;n3;Unclassified;1
目的;もくてき;tujuan;Bab42;n3;Unclassified;1
論文;ろんぶん;tesis;Bab42;n3;Unclassified;1
［くぎを］打つ;［くぎを］うつ;memaku;Bab42;-;Unclassified;2
［ねじを］締める／緩める;［ねじを］しめる／ゆるめる;mengetatkan, mengeratkan/melonggarkan [sekrup];Bab42;-;Unclassified;2
［穴を］開ける;［あなを］あける;melubangi;Bab42;-;Unclassified;2
［線を］引く／測る;［せんを］ひく／はかる;menggaris/mengukur;Bab42;-;Unclassified;2
カッター;カッター;pisau;Bab42;-;Unclassified;2
ガムテープ;ガムテープ;selotip kertas;Bab42;-;Unclassified;2
クリップ;クリップ;jepitan;Bab42;-;Unclassified;2
セロテープ;セロテープ;selotip;Bab42;-;Unclassified;2
とじる;とじる;menjilid;Bab42;-;Unclassified;2
ドライバー;ドライバー;obeng;Bab42;-;Unclassified;2
のこぎり;のこぎり;gergaji;Bab42;-;Unclassified;2
のり;のり;lem;Bab42;-;Unclassified;2
はさみ;はさみ;gunting;Bab42;n4;Unclassified;2
はる;はる;menempelkan;Bab42;n4;Unclassified;2
パンチ;パンチ;pelubang kertas;Bab42;-;Unclassified;2
ファイル;ファイル;map;Bab42;n5;Unclassified;2
ファイルする;ファイルする;mengarsipkan;Bab42;-;Unclassified;2
ペンチ;ペンチ;tang;Bab42;-;Unclassified;2
ホッチキス;ホッチキス;stepler;Bab42;-;Unclassified;2
鉛筆削り;えんぴつけずり;peruncing pensil;Bab42;-;Unclassified;2
画びょう;がびょう;paku payung;Bab42;-;Unclassified;2
挟む／とじる;はさむ／とじる;menjepit/menjilid;Bab42;-;Unclassified;2
挟む／曲げる／切る;はさむ／まげる／きる;menjepit/membengkokkan/melengkungkan/memotong;Bab42;-;Unclassified;2
金づち;かなづち;palu;Bab42;-;Unclassified;2
計算する;けいさんする;menghitung;Bab42;n3;Unclassified;2
削る;けずる;meruncingkan;Bab42;n3;Unclassified;2
修正液;しゅうせいえき;penghapus cair;Bab42;-;Unclassified;2
消しゴム;けしゴム;penghapus karet;Bab42;n5;Unclassified;2
消す;けす;menghapus;Bab42;n4;Unclassified;2
切る;きる;memotong, menggunting;Bab42;n4;Unclassified;2
定規（物差し）;じょうぎ（ものさし）;penggaris;Bab42;-;Unclassified;2
電卓;でんたく;kalkulator;Bab42;-;Unclassified;2
留める;とめる;menyematkan;Bab42;n3;Unclassified;2
うまい;うまい;enak, lezat;Bab43;-;Unclassified;1
ガソリン;ガソリン;bensin;Bab43;-;Unclassified;1
つまらない;つまらない;tidak menarik, tidak berguna, percuma;Bab43;-;Unclassified;1
ドライブ;ドライブ;berjalan-jalan dengan mobil;Bab43;-;Unclassified;1
とれます［ボタンが～］;とれます;[kancing] terlepas;Bab43;-;Unclassified;1
なくなります［ガソリンが～］;なくなります;[bensin] habis;Bab43;-;Unclassified;1
ばら;ばら;bunga mawar;Bab43;-;Unclassified;1
パンフレット;パンフレット;pamflet;Bab43;-;Unclassified;1
まずい;まずい;tidak enak, tidak sedap;Bab43;-;Unclassified;1
わあ;わあ;Wah!;Bab43;-;Unclassified;1
下がります［値段が～］;さがります;[harga] menurun;Bab43;n5;Unclassified;1
火;ひ;api;Bab43;n5;Unclassified;1
楽な;らくな;ringan;Bab43;n4;Unclassified;1
減ります［輸出が～］;へります;[ekspor] berkurang;Bab43;n2;Unclassified;1
幸せな;しあわせな;bahagia;Bab43;n3;Unclassified;1
今にも;いまにも;sekarang juga (dipakai untuk menggambarkan kondisi persis akan terjadi perubahan);Bab43;n5;Unclassified;1
謝ります;あやまります;memohon maaf;Bab43;n4;Unclassified;1
上がります［値段が～］;あがります;[harga] meningkat;Bab43;n5;Unclassified;1
切れます［ひもが～］;きれます;[tali] terputus;Bab43;n4;Unclassified;1
増えます［輸出が～］;ふえます;[ekspor] bertambah;Bab43;n3;Unclassified;1
知り合います;しりあいます;berkenalan;Bab43;-;Unclassified;1
変な;へんな;aneh;Bab43;n3;Unclassified;1
優しい;やさしい;baik hati;Bab43;n4;Unclassified;1
落ちます［荷物が～］;おちます;[barang] terjatuh;Bab43;n3;Unclassified;1
理由;りゆう;alasan;Bab43;n4;Unclassified;1
おとなしい;おとなしい;pendiam;Bab43;-;Unclassified;2
ふまじめな;ふまじめな;tidak serius, sembrono;Bab43;-;Unclassified;2
まじめな;まじめな;serius, tekun;Bab43;n4;Unclassified;2
わがままな;わがままな;egois;Bab43;-;Unclassified;2
暗い;くらい;muram;Bab43;n3;Unclassified;2
意地悪な;いじわるな;jahat;Bab43;n4;Unclassified;2
活発な;かっぱつな;aktif, giat;Bab43;n3;Unclassified;2
頑固な;がんこな;keras kepala;Bab43;-;Unclassified;2
気が強い;きがつよい;bersifat keras, galak;Bab43;n4;Unclassified;2
気が弱い;きがよわい;penakut;Bab43;n2;Unclassified;2
気が短い;きがみじかい;tidak sabar, cepat marah;Bab43;n2;Unclassified;2
気が長い;きがながい;kalem;Bab43;n5;Unclassified;2
厳しい;きびしい;keras, disiplin;Bab43;-;Unclassified;2
勝ち気な;かちきな;tidak mau kalah;Bab43;n3;Unclassified;2
神経質な;しんけいしつな;gelisah, gugup;Bab43;n3;Unclassified;2
誠実な;せいじつな;setia;Bab43;-;Unclassified;2
素直な;すなおな;penurut, lemah-lembut;Bab43;-;Unclassified;2
明るい;あかるい;ceria;Bab43;n4;Unclassified;2
冷たい;つめたい;kaku;Bab43;n3;Unclassified;2
［どうも］お疲れさまでした。;［どうも］おつかれさまでした。;Sudah selesai. (diucapkan kepada tamu);Bab44;-;Unclassified;1
～みたいにしてください。;～みたいにしてください。;Tolong buat seperti ~.;Bab44;-;Unclassified;1
ー倍;ーばい;ー kali;Bab44;n3;Unclassified;1
DVD;DVD;DVD;Bab44;-;Unclassified;1
うまく;うまく;pandai, pintar;Bab44;n3;Unclassified;1
おかず;おかず;lauk-pauk;Bab44;-;Unclassified;1
カット;カット;potong rambut;Bab44;-;Unclassified;1
これでよろしいでしょうか。;これでよろしいでしょうか。;Bagaimana kalau begini? (sopan);Bab44;-;Unclassified;1
これら;これら;itu;Bab44;n3;Unclassified;1
シャンプー;シャンプー;keramas (～を します : berkeramas);Bab44;-;Unclassified;1
ショート;ショート;pendek;Bab44;-;Unclassified;1
シングル;シングル;single;Bab44;-;Unclassified;1
ツイン;ツイン;twin;Bab44;-;Unclassified;1
どういうふうになさいますか。;どういうふうになさいますか。;Modelnya seperti bagaimana? (hormat);Bab44;-;Unclassified;1
どうなさいますか。;どうなさいますか。;Modelnya bagaimana? (hormat);Bab44;-;Unclassified;1
ぬれます;ぬれます;[kemeja] basah;Bab44;n4;Unclassified;1
また;また;dan, lalu;Bab44;n5;Unclassified;1
安心な;あんしんな;kelegaan;Bab44;n4;Unclassified;1
安全な;あんぜんな;aman;Bab44;n4;Unclassified;1
縁起が悪い;えんぎがわるい;tidak menyenangkan;Bab44;-;Unclassified;1
滑ります;すべります;licin;Bab44;n4;Unclassified;1
乾きます;かわきます;[kemeja] mengering;Bab44;n4;Unclassified;1
危険な;きけんな;bahaya;Bab44;n4;Unclassified;1
起きます;おきます;terjadi [kecelakaan];Bab44;n4;Unclassified;1
泣きます;なきます;menangis;Bab44;n4;Unclassified;1
空気;くうき;udara;Bab44;n4;Unclassified;1
嫌がります;いやがります;tidak mau;Bab44;n4;Unclassified;1
厚い;あつい;tebal;Bab44;n3;Unclassified;1
細い;ほそい;kurus;Bab44;n4;Unclassified;1
順序;じゅんじょ;urutan;Bab44;n3;Unclassified;1
笑います;わらいます;tertawa;Bab44;n4;Unclassified;1
洗濯物;せんたくもの;cucian;Bab44;n4;Unclassified;1
太い;ふとい;gemuk;Bab44;n4;Unclassified;1
調節します;ちょうせつします;mengontrol;Bab44;n3;Unclassified;1
濃い;こい;kental (rasa makanan atau minuman), tua (warna);Bab44;n3;Unclassified;1
薄い;うすい;tawar (rasa makanan atau minuman), muda (warna), tipis (barang);Bab44;n3;Unclassified;1
表現;ひょうげん;ungkapan, ekspresi;Bab44;n3;Unclassified;1
別れます;わかれます;berpisah;Bab44;n4;Unclassified;1
眠ります;ねむります;tidur;Bab44;n4;Unclassified;1
洋食;ようしょく;makanan Barat;Bab44;n4;Unclassified;1
量;りょう;kuantitas;Bab44;n3;Unclassified;1
涙;なみだ;air mata;Bab44;n3;Unclassified;1
例えば;たとえば;misalnya;Bab44;n4;Unclassified;1
和食;わしょく;makanan Jepang;Bab44;n4;Unclassified;1
１センチくらい;１センチくらい;kira-kira 1 cm.;Bab44;-;Unclassified;2
エクステ;エクステ;sambung rambut;Bab44;-;Unclassified;2
カラー;カラー;mengecat rambut, mewarnai rambut;Bab44;-;Unclassified;2
この写真みたいに;このしゃしんみたいに;seperti foto ini.;Bab44;-;Unclassified;2
トリートメント;トリートメント;perawatan rambut;Bab44;-;Unclassified;2
ネイル;ネイル;perawatan kuku;Bab44;-;Unclassified;2
パーマ;パーマ;keriting;Bab44;-;Unclassified;2
パーマをかける;パーマをかける;mengeriting rambut;Bab44;-;Unclassified;2
ひげ／顔をそる;ひげ／かおをそる;mencukur kumis/bulu wajah;Bab44;-;Unclassified;2
フェイシャルマッサージ;フェイシャルマッサージ;facial massage;Bab44;-;Unclassified;2
ブロー;ブロー;blow;Bab44;-;Unclassified;2
まゆが隠れるくらいに;まゆがかくれるくらいに;sebatas alis.;Bab44;-;Unclassified;2
メイク;メイク;dandan, makeup;Bab44;-;Unclassified;2
化粧／メイクする;けしょう／メイクする;dandan, berdandan;Bab44;-;Unclassified;2
刈り上げる;かりあげる;mencukur;Bab44;-;Unclassified;2
肩にかかるくらいに;かたにかかるくらいに;sebahu.;Bab44;-;Unclassified;2
三つ編みにする;みつあみにする;kepang;Bab44;-;Unclassified;2
耳が見えるくらいに;みみが見えるくらいに;sampai telinga terlihat.;Bab44;-;Unclassified;2
切ってください。;きってください。;Tolong potong rambut saya.;Bab44;-;Unclassified;2
着付け;きつけ;membantu mengenakan (kimono);Bab44;-;Unclassified;2
髪をアップにする;かみをアップにする;menyanggul;Bab44;-;Unclassified;2
髪をとかす;かみをとかす;menyisir rambut;Bab44;-;Unclassified;2
髪をまとめる;かみをまとめる;mengikat rambut;Bab44;-;Unclassified;2
髪を染める;かみをそめる;mewarnai rambut;Bab44;-;Unclassified;2
髪を分ける;かみをわける;belah rambut;Bab44;-;Unclassified;2
美容院;びよういん;salon kecantikan;Bab44;n4;Unclassified;2
理髪店;りはつてん;tempat pemangkas rambut;Bab44;-;Unclassified;2
－位;－い;juara ke －;Bab45;n4;Unclassified;1
110番;110ばん;nomor telepon polisi untuk saat darurat;Bab45;-;Unclassified;1
119番;119ばん;nomor telepon departemen pemadam kebakaran dan penanggulangan bencana untuk saat darurat;Bab45;-;Unclassified;1
キャンセルします;キャンセルします;membatalkan;Bab45;n4;Unclassified;1
キャンプ;キャンプ;kemah;Bab45;-;Unclassified;1
コース;コース;jalur, jalan, rute;Bab45;-;Unclassified;1
スタート;スタート;mulai;Bab45;-;Unclassified;1
セットします;セットします;memasang, mengatur;Bab45;-;Unclassified;1
それでも;それでも;masih;Bab45;n3;Unclassified;1
以上です;いじょうです;Sekian.;Bab45;n4;Unclassified;1
回答;かいとう;jawaban;Bab45;n3;Unclassified;1
楽しみにしています;たのしみにしています;menikmati;Bab45;n4;Unclassified;1
急に;きゅうに;mendadak, tiba-tiba;Bab45;n4;Unclassified;1
係員;かかりいん;staf, petugas;Bab45;n3;Unclassified;1
信じます;しんじます;percaya;Bab45;n3;Unclassified;1
大学生;だいがくせい;mahasiswa;Bab45;n5;Unclassified;1
知らせます;しらせます;memberitahukan;Bab45;n4;Unclassified;1
中止;ちゅうし;pembatalan;Bab45;n3;Unclassified;1
点;てん;poin;Bab45;n3;Unclassified;1
悩み;なやみ;masalah;Bab45;n3;Unclassified;1
梅;うめ;bunga plum;Bab45;n3;Unclassified;1
保証書;ほしょうしょ;surat garansi;Bab45;n4;Unclassified;1
無理に;むりに;dengan paksa;Bab45;n3;Unclassified;1
鳴ります;なります;berbunyi;Bab45;n4;Unclassified;1
目が覚めます;めがさめます;terbangun;Bab45;n3;Unclassified;1
目覚まし時計;めざましどけい;weker;Bab45;n4;Unclassified;1
優勝します;ゆうしょうします;menang;Bab45;n3;Unclassified;1
領収書;りょうしゅうしょ;kuitansi;Bab45;n3;Unclassified;1
カルテ;カルテ;data pasien;Bab45;-;Unclassified;2
コンビニ;コンビニ;toko 24 jam;Bab45;n5;Unclassified;2
レントゲンを撮る;レントゲンをとる;meronsen;Bab45;-;Unclassified;2
会計;かいけい;kasir;Bab45;n3;Unclassified;2
外科;げか;bedah;Bab45;n3;Unclassified;2
眼科;がんか;mata;Bab45;-;Unclassified;2
検査する;けんさする;memeriksa/mengecek;Bab45;n3;Unclassified;2
産婦人科;さんふじんか;obstetrics dan gynaecology;Bab45;-;Unclassified;2
歯科;しか;gigi;Bab45;-;Unclassified;2
耳鼻咽喉科;じびいんこうか;THT;Bab45;-;Unclassified;2
手術する;しゅじゅつする;dioperasi;Bab45;n3;Unclassified;2
受付;うけつけ;tempat pendaftaran;Bab45;n4;Unclassified;2
処方箋;しょほうせん;resep;Bab45;-;Unclassified;2
小児科;しょうにか;pediatri/kesehatan anak;Bab45;-;Unclassified;2
錠剤／粉薬／カプセル;じょうざい／こなぐすり／カプセル;pil/puyer/kapsul;Bab45;-;Unclassified;2
診察する;しんさつする;memeriksa;Bab45;n3;Unclassified;2
診察券;しんさつけん;kartu pasien;Bab45;-;Unclassified;2
整形外科;せいけいげか;bedah ortopedi;Bab45;-;Unclassified;2
待合室;まちあいしつ;ruang tunggu;Bab45;n3;Unclassified;2
注射する;ちゅうしゃする;menyuntik;Bab45;n3;Unclassified;2
痛み止め／湿布薬／解熱剤;いたみどめ／しっぷやく／げねつざい;analgesik/obat koyo/penurun panas;Bab45;-;Unclassified;2
内科;ないか;penyakit dalam;Bab45;-;Unclassified;2
入院／退院する;にゅういん／たいいんする;opname/keluar dari rumah sakit;Bab45;n3;Unclassified;2
泌尿器科;ひにょうきか;urologi;Bab45;-;Unclassified;2
皮膚科;ひふか;dermatologi;Bab45;-;Unclassified;2
保険証;ほけんしょう;kartu asuransi;Bab45;-;Unclassified;2
麻酔する;ますいする;membius;Bab45;-;Unclassified;2
薬の種類;くすりのしゅるい;jenis obat;Bab45;n3;Unclassified;2
薬局;やっきょく;apotek;Bab45;n3;Unclassified;2
～の所;～のところ;tempat ~;Bab46;n3;Unclassified;1
お待たせしました。;おまたせしました。;Maaf lama menunggu.;Bab46;n4;Unclassified;1
ガスサービスセンター;ガスサービスセンター;pusat pelayanan gas;Bab46;-;Unclassified;1
